"id","Y","X","SOC","BLD","CRFVOL","OCSKGM","meaERROR","OCSKGMlog"
"P0038",42.0394913265711,21.1023668641024,3.89127215417367,1.06950075238863,9.97547087911706,1.12397024398042,2.89,0.116867277794049
"P0039",42.0572988557835,21.122838010989,10.1529502360818,0.67611311138761,1.12002475274364,2.0362974586952,2.03,0.711133187572377
"P0040",42.0737972882397,21.1106035276213,4.273014694887,1.03191932053351,13.4555727819872,1.14482865912092,2.68,0.13525498311947
"P0041",42.0977278604726,21.0918821052977,4.53923967127077,1.00982864708743,13.9679824567567,1.18307468931519,2.61,0.168116718519087
"P0042",42.1169751390876,21.095247630642,3.64724146216972,1.09676437707509,16.8506509432712,0.997833225453576,2.74,-0.00216912539884986
"P0043",42.1363028761948,21.1181155199027,4.56083988638498,1.01393096203645,16.2914021297523,1.16130028724963,2.55,0.149540314621331
"P0044",42.0110908888501,21.1142375044636,11.54,0.598745110719275,29,1.47172745705019,1.3,0.38643685170357
"P0045",42.0225562016355,21.1359452773163,12.24,0.57561978870683,29,1.50070986353335,1.26,0.405938238519884
"P0046",42.0071529205535,21.1856628071708,8.26,0.737595119381481,16,1.53531899289494,1.87,0.428738172409912
"P0047",42.0537847555873,21.1795042402689,13,0.552453467949302,25,1.61592639375171,1.28,0.479908410640569
"P0048",42.0130188143539,21.2189544270193,7.76,0.764625287609214,20,1.4240381356434,1.85,0.353496593279644
"P0049",42.0321061873733,21.2418094243796,8.97,0.702338944886654,16,1.58759504457959,1.79,0.462220320593852
"P0050",42.0160748011701,21.3109814007963,2.26338938609193,1.28067199890143,5.58870489625612,0.820998566712272,3.63,-0.197233915314093
"P0051",42.0384111698214,21.3016933669138,3.38875108597219,1.12444990052278,9.94334857654212,1.02947742929763,3.04,0.029051323299408
"P0052",42.0537035326614,21.3070331261023,3.84259293475808,1.07267139151386,8.15177604260697,1.1357509153887,2.96,0.12729403163433
"P0056",42.0874083054724,21.2237308017324,5.56,0.911618193180326,28,1.09481698528184,1.97,0.0905872125706551
"P0057",42.0972522625748,21.2028264508573,9.15,0.693929895426985,32,1.29528954280401,1.43,0.258734255336903
"P0058",42.1068652852797,21.1381807730689,3.15072430255028,1.17122105086321,2.48759385581466,1.07951927212926,3.43,0.0765158236426953
"P0059",42.1193176781262,21.1773187168776,6.59,0.83634382541605,20,1.32276139427802,2.02,0.279721516847803
"P0060",42.1304193530294,21.1829984003098,4.28,1.02642338976177,27,0.962087171691499,2.25,-0.0386502173577993
"P0061",42.1500351271486,21.1735204807496,7.33,0.789507288964986,14,1.49306881445324,2.05,0.400833608890218
"P0062",42.1555004831208,21.1405372219939,10.86,0.623061195555343,18,1.66454536759783,1.56,0.509552033652993
"P0063",42.1356566255574,21.096727230249,3.42721697133361,1.1270330258288,16,0.973371851770228,2.84,-0.0269890994344036
"P0064",42.1524385503651,21.1255990932232,5.98,0.879345595791252,5,1.49866869890703,2.51,0.404577179954633
"P0066",42.1687374382038,21.1533715640465,6.5,0.842421942867618,34,1.08419704047062,1.67,0.0808396581508564
"P0067",42.0341234499344,21.3379176058524,4.04,1.05124639472946,21,1.00654739802557,2.49,0.00652605691695456
"P0068",42.0471049792186,21.3355341655527,3.73902093596059,1.08962185712571,22.0591133004926,0.952621327190418,2.55,-0.0485378024653863
"P0069",42.0645342119978,21.3331851063057,4.67,0.988493883745496,10,1.2463919380147,2.67,0.220252927896721
"P0071",42.0852248390962,21.3795992639215,8.76,0.712410779383776,4,1.79732690709174,2.07,0.586300509504351
"P0072",42.0953193834647,21.3538250954029,4.56589539007092,1.002893814461,1.93576104746318,1.34714029513984,2.95,0.297984045783251
"P0073",42.1138388420605,21.3657062726878,4.25,1.02946196611588,10,1.18130760611797,2.78,0.166621965720735
"P0074",42.1230537563773,21.3700406592658,2.75064689793657,1.21251903809203,41.5696752527351,0.584632513597554,2.13,-0.536771811023713
"P0075",42.1178726933724,21.3875942638692,4.63802638254693,0.992110418847186,44.8604769152714,0.761162677929019,1.64,-0.272908175333621
"P0076",42.1558216514178,21.3745150962693,2.8657650862069,1.19876168366812,37.9935344827586,0.639045338951262,2.23,-0.447779874146275
"P0077",42.1680048536219,21.3741270400397,5.49769088669951,0.917556314338028,7.17456896551724,1.40475722694183,2.56,0.339864495643195
"P0078",42.1813666200998,21.3954871865249,7.92095744680851,0.762532049116898,47.5783551554828,0.949877674643194,1.21,-0.0514220662117657
"P0079",42.1182110300745,21.4194020271885,3.29336947626841,1.14587802272756,16.8915711947627,0.940903691970047,2.86,-0.0609144911063034
"P0080",42.1326784318669,21.4173564367968,3.56824933687003,1.12202384053026,12.3912466843501,1.05226720071102,2.95,0.0509470751360482
"P0081",42.123302983636,21.4278412070454,1.91,1.33854132277309,49,0.391161930753981,2.05,-0.938633659580359
"P0082",42.1356704919521,21.4383276353541,3.88440091959612,1.10021811198219,32.9800330985137,0.859267334370493,2.21,-0.151675189617461
"P0083",42.1034485542449,21.4696016592196,2.5,1.25234239233642,26.5,0.690353743775451,2.76,-0.37055114062396
"P0084",42.1105831156932,21.4774536321476,2.6677090257582,1.2250566616846,33.4227513502285,0.65274226304334,2.45,-0.426572924336661
"P0085",42.0894023285206,21.5057134961007,6.12,0.869089917405588,31,1.1009978709661,1.81,0.0962169240112393
"P0086",42.0738873444629,21.5141585651434,3.82,1.07507945525225,15,1.04723489736122,2.74,0.0461532595056117
"P0087",42.0666576080733,21.5260146652104,3.17,1.15226164163583,38,0.679396509141316,2.14,-0.386550361418227
"P0088",42.0433365500067,21.569657626903,5.36270845240363,0.928052386706292,30.4216676192291,1.03884785916617,1.94,0.0381122713337237
"P0089",42.0847316897025,21.5794919371465,3.52654012905828,1.11170118152243,32.1389897156685,0.798138890571263,2.27,-0.225472648342067
"P0090",42.113935664894,21.5435285274525,1.99951718494272,1.32402760085317,28.662643207856,0.566578966733281,2.83,-0.568138814171541
"P0091",42.1034069393826,21.5555170830039,4.08221786833856,1.05998227622918,37.7672413793103,0.807858111926337,1.98,-0.213368839932802
"P0092",42.1103867419395,21.5716239833046,2.55282602073422,1.25229702725077,22.6268945854041,0.742061415024723,2.91,-0.29832326966487
"P0093",42.1632097320024,21.57011450786,5.48386047463175,0.925013564599136,35.6505728314239,0.979265462757198,1.79,-0.0209525161526965
"P0094",42.1794022026206,21.5656721280927,4.87947377501725,0.98972675059073,37.7567287784679,0.901782827153326,1.85,-0.103381556031509
"P0095",42.1955191037025,21.5526421972882,5.55,0.912887519783911,51.5,0.737179494413503,1.33,-0.304923869073187
"P0096",42.2120454100151,21.5478932863239,3.15,1.15481260763431,44,0.611126831960076,1.94,-0.492450760403097
"P0097",42.2023663446147,21.5248380544919,5.97024413529733,0.903715139678539,41.8554282596836,0.941139669308859,1.58,-0.0606637239402504
"P0098",42.2289383589093,21.5143367708857,8.99,0.701394555299636,50,0.945830557821559,1.06,-0.0556918403266824
"P0099",42.1947026545133,21.5794300134974,10.4,0.640661876497611,48,1.03940982842972,1.02,0.0386530794160033
"P0100",42.2231450986441,21.4275940173716,8.48512096046218,0.728209904399688,47.5510922549197,0.972237397610226,1.16,-0.0281552681179969
"P0101",42.1937979421933,21.5978255884489,1.59,1.39585167622021,35,0.432783812212076,2.72,-0.837516954616831
"P0102",42.1831947376005,21.6193223646177,1.47,1.41862893122789,17,0.519260747697344,3.53,-0.655349117937779
"P0103",42.2151698872196,21.6464261201116,2.44098511693834,1.25490807493594,20,0.735170864170652,3.01,-0.307652338526469
"P0104",42.2397103367644,21.6453800751567,1.51640551087985,1.41140312883369,27.6179635761589,0.464749019485991,3.07,-0.766257762149369
"P0105",42.1146106930434,21.5838997572429,3.26327586206897,1.14074124887774,20.2586206896552,0.890524623789947,2.73,-0.115944524989636
"P0106",42.0381897709819,21.5921133523464,3.2349025996536,1.14255924319518,16.2312562148459,0.928844886256165,2.87,-0.0738135226169876
"P0107",42.0497508801067,21.6075748850103,2.49722780022301,1.24727498461795,23.4245161216366,0.715535816970801,2.87,-0.334723622579124
"P0108",42.0316694010788,21.607921964313,3.5846979033483,1.10119972467903,1,1.17239809823472,3.27,0.159051307740288
"P0109",42.0303847486645,21.6307467962129,3.02523057023393,1.17826685300419,5.15032938604847,1.01428317720156,3.35,0.0141821336382553
"P0110",42.0104028789653,21.609518293576,3.84717051814407,1.08755686835182,9,1.1422365647588,2.97,0.132988239307416
"P0111",42.0174607129254,21.6012061388701,3.34570292685187,1.13284398238688,11.0415606907064,1.01150000222164,3.03,0.0114343798220459
"P0112",42.0190474306291,21.6798989610273,3.4060623586482,1.12221256139358,15.2332633401708,0.97201829519545,2.86,-0.0283806524812923
"P0114",42.0479856954476,21.6978926237987,3.08987022590769,1.16445676275127,16.6993412279031,0.899152378943538,2.91,-0.106302760605051
"P0115",42.0339879764456,21.7221236870062,2.02,1.31991265852837,1,0.791868400357513,3.92,-0.233360062138764
