"ProfID","HorID","top","bottom","SOC","BLD","CRF","SAND","SILT","CLAY"
"P0396","P0396H03",33,50,2.75,NA,0,99,1,0
"P0397","P0397H01",0,22,3.9,NA,33,93,7,0
"P0398","P0398H01",0,8,7.14,NA,24,92,8,0
"P0399","P0399H01",0,17,7.06,NA,0,75,23,2
"P0399","P0399H02",17,32,2.94,NA,30,77,21,3
"P0399","P0399H03",32,70,8.58,NA,15,80,16,3
"P0400","P0400H01",0,8,2.58,NA,25,70,28,2
"P0401","P0401H01",0,10,5.37,NA,36,82,18,1
"P0402","P0402H01",0,18,4.2,NA,11,51,37,12
"P0403","P0403H01",0,14,3.3,NA,18,74,16,10
"P0404","P0404H01",0,13,1.96,NA,17,68,22,9
"P0404","P0404H02",13,28,4.06,NA,12,71,20,10
"P0405","P0405H01",0,14,6.72,NA,29,80,17,3
"P0405","P0405H02",14,35,7.72,NA,31,78,16,7
"P0406","P0406H01",0,12,4.21,NA,4,60,33,8
"P0407","P0407H01",10,18,1.82,NA,13,56,25,19
"P0407","P0407H02",18,35,NA,NA,18,52,23,25
"P0408","P0408H01",0,16,NA,NA,10,72,24,4
"P0409","P0409H01",0,15,4.91,NA,9,82,15,3
"P0410","P0410H01",0,16,5.55,NA,9,67,25,8
"P0411","P0411H01",0,14,7.7,NA,28,71,23,5
"P0412","P0412H01",0,14,4.21,NA,12,76,21,3
"P0412","P0412H02",14,70,1.82,NA,23,80,17,3
"P0413","P0413H01",0,17,NA,NA,NA,NA,NA,NA
"P0413","P0413H02",17,65,NA,NA,NA,NA,NA,NA
"P0414","P0414H01",0,14,4.91,NA,25,73,23,5
"P0415","P0415H01",0,15,5.55,NA,24,86,13,1
"P0416","P0416H01",0,6,5.29,NA,39,77,14,9
"P0417","P0417H01",0,7,5.4,NA,22,66,27,7
"P0418","P0418H01",0,20,2.27,NA,21,79,17,5
"P0419","P0419H01",0,20,2.38,NA,16,63,30,7
"P0419","P0419H01",0,20,2.38,NA,16,63,30,7
"P0420","P0420H01",0,18,1.93,NA,38,89,9,3
"P0421","P0421H01",0,10,1.49,NA,23,79,21,0
"P0422","P0422H01",0,18,10.19,NA,42,78,21,1
"P0423","P0423H01",0,6,1.84,NA,16,73,26,1
"P0424","P0424H01",0,4,1.57,NA,20,70,27,4
"P0424","P0424H02",4,27,13.22,NA,20,70,27,4
"P0424","P0424H03",27,50,5.26,NA,22,79,18,4
"P0425","P0425H01",0,14,2.9,NA,14,81,16,3
"P0426","P0426H01",0,13,2.71,NA,27,88,11,2
"P0426","P0426H02",13,33,1.98,NA,31,82,14,4
"P0426","P0426H03",33,50,1.44,NA,30,81,14,5
"P0427","P0427H01",0,4,1.2,NA,60,58,40,2
"P0427","P0427H02",4,22,11.71,NA,56,59,40,2
"P0427","P0427H03",22,42,6.88,NA,45,57,35,8
"P0428","P0428H01",0,23,3.92,NA,39,78,21,1
"P0428","P0428H02",23,49,6.23,NA,20,76,20,4
"P0429","P0429H01",0,20,2.21,NA,54,75,24,1
"P0429","P0429H02",20,30,10.72,NA,51,75,22,3
"P0429","P0429H03",30,50,3.22,NA,51,79,15,7
"P0430","P0430H01",0,19,2.3,NA,48,65,32,3
"P0430","P0430H02",19,48,8.74,NA,41,81,16,3
"P0431","P0431H01",0,22,1.34,NA,31,85,15,1
"P0431","P0431H02",22,68,11.1,NA,19,71,26,3
"P0431","P0431H03",68,80,2.18,NA,28,69,25,6
"P0432","P0432H01",0,14,1.65,NA,25,82,17,1
"P0433","P0433H01",0,15,5.99,NA,36,71,27,2
"P0433","P0433H02",15,33,6.61,NA,15,61,22,17
"P0433","P0433H03",35,70,1.43,NA,21,49,28,23
"P0433","P0433H04",70,90,1.14,NA,19,49,14,37
"P0434","P0434H01",0,23,1.29,NA,16,82,16,2
"P0434","P0434H02",23,45,7.36,NA,53,93,7,3
"P0434","P0434H02",23,45,7.36,NA,32,91,8,1
"P0434","P0434H02",23,45,5.56,NA,53,93,7,3
"P0434","P0434H02",23,45,5.56,NA,32,91,8,1
"P0434","P0434H02",23,45,5.56,NA,53,93,7,3
"P0434","P0434H02",23,45,5.56,NA,32,91,8,1
"P0434","P0434H02",23,45,7.36,NA,53,93,7,3
"P0434","P0434H02",23,45,7.36,NA,32,91,8,1
"P0435","P0435H01",0,16,2.5,NA,7,82,12,6
"P0435","P0435H02",16,60,5.11,NA,7,86,10,5
"P0436","P0436H01",0,10,1.61,NA,22,81,19,0
"P0436","P0436H02",10,24,6.9,NA,16,78,19,3
"P0436","P0436H03",24,40,3.84,NA,16,74,21,5
"P0437","P0437H01",0,28,2.54,NA,15,75,25,0
"P0437","P0437H02",28,50,12.1,NA,39,72,25,3
"P0437","P0437H03",50,75,7.53,NA,42,81,18,1
"P0438","P0438H01",0,31,5.37,NA,15,76,21,3
"P0438","P0438H02",31,50,8.36,NA,10,76,18,6
"P0438","P0438H03",50,70,5.36,NA,12,79,19,3
"P0439","P0439H01",0,20,2.93,NA,37,78,20,2
"P0439","P0439H02",20,43,10.22,NA,31,88,10,3
"P0439","P0439H03",43,75,5.95,NA,26,73,23,5
"P0440","P0440H01",0,10,3.45,NA,32,88,11,1
"P0440","P0440H02",10,30,9.81,NA,56,86,11,2
"P0440","P0440H03",30,100,7.14,NA,24,69,27,3
"P0441","P0441H01",0,30,6.56,NA,8,72,24,5
"P0441","P0441H02",30,50,10.92,NA,23,78,20,2
"P0442","P0442H01",0,22,9.94,NA,18,84,14,2
"P0443","P0443H01",0,16,7.71,NA,36,79,18,3
"P0443","P0443H02",16,44,8.79,NA,21,77,21,2
"P0443","P0443H03",44,74,4.5,NA,23,78,20,2
"P0444","P0444H01",0,10,3.9,NA,15,80,19,1
"P0444","P0444H02",10,32,8.26,NA,39,86,15,0
"P0445","P0445H01",0,4,3.72,NA,18,87,12,1
"P0445","P0445H02",4,22,16.92,NA,12,80,20,1
"P0445","P0445H03",22,42,9.93,NA,14,73,19,8
"P0446","P0446H01",0,35,6.36,NA,72,74,22,4
"P0446","P0446H02",35,105,8.35,NA,20,77,16,7
"P0447","P0447H01",0,28,5.3,NA,17,94,5,1
"P0447","P0447H02",28,44,8.09,NA,15,81,18,2
"P0448","P0448H01",0,24,6.21,NA,19,80,19,1
"P0448","P0448H02",24,61,5.83,NA,14,70,28,3
"P0448","P0448H03",61,100,2.9,NA,20,77,16,7
"P0449","P0449H01",0,8,1.07,NA,11,88,10,2
"P0449","P0449H02",8,11,16.12,NA,17,94,5,1
"P0449","P0449H03",11,24,8.51,NA,15,81,18,2
"P0450","P0450H01",0,10,5.22,NA,19,80,19,1
"P0450","P0450H02",10,25,3.23,NA,14,77,18,5
"P0451","P0451H01",0,15,0.61,NA,23,90,6,4
"P0452","P0452H01",2,15,3.62,NA,36,42,36,22
"P0452","P0452H02",15,45,1.52,NA,21,39,41,21
"P0452","P0452H03",45,65,0.95,NA,26,31,34,34
"P0453","P0453H01",0,14,0.64,NA,36,76,19,5
"P0454","P0454H01",0,32,2.15,NA,52,55,33,13
"P0455","P0455H01",1,16,NA,NA,32,67,29,5
"P0455","P0455H02",16,55,NA,NA,47,55,33,12
"P0456","P0456H01",2,25,9.12,NA,36,48,36,16
"P0456","P0456H02",25,64,1.74,NA,47,48,37,14
"P0457","P0457H01",0,25,1.36,NA,56,66,20,14
"P0458","P0458H01",2,29,NA,NA,56,57,35,9
"P0458","P0458H02",29,80,NA,NA,37,45,41,13
"P0458","P0458H03",80,110,NA,NA,36,50,37,13
"P0459","P0459H01",2,20,3.29,NA,39,41,45,15
"P0459","P0459H02",20,51,1.27,NA,42,39,45,16
"P0459","P0459H03",51,89,0.53,NA,42,56,29,15
"P0460","P0460H01",1,25,2.05,NA,41,52,36,13
"P0461","P0461H01",1,23,2.77,NA,41,52,34,14
"P0461","P0461H02",23,63,0.17,NA,48,42,38,20
"P0462","P0462H01",2,20,2.72,NA,34,41,41,18
"P0462","P0462H02",20,55,0.46,NA,10,34,38,29
"P0463","P0463H01",0,32,NA,NA,49,49,41,10
"P0463","P0463H02",32,63,NA,NA,36,44,44,11
"P0464","P0464H01",0,30,NA,NA,1,49,40,10
"P0464","P0464H02",30,66,NA,NA,15,38,53,10
"P0464","P0464H03",66,98,NA,NA,43,62,29,9
"P0465","P0465H01",0,39,1.3,NA,4,65,25,10
"P0465","P0465H02",39,69,0.94,NA,17,54,29,16
"P0465","P0465H03",69,109,0.64,NA,5,28,51,22
"P0466","P0466H01",0,34,1.38,NA,12,65,23,12
"P0466","P0466H02",34,68,0.75,NA,20,55,28,18
"P0466","P0466H03",68,110,0.53,NA,46,75,9,16
"P0467","P0467H01",0,35,2.07,NA,29,56,33,11
"P0467","P0467H02",35,62,0.98,NA,23,65,26,9
"P0467","P0467H03",62,109,0.67,NA,8,36,47,17
"P0468","P0468H01",0,32,1.38,NA,19,55,32,14
"P0468","P0468H02",32,58,1.14,NA,37,72,18,9
"P0468","P0468H03",58,79,0.38,NA,43,61,30,8
"P0468","P0468H04",79,110,0.6,NA,22,65,26,9
"P0469","P0469H01",2,16,9.35,NA,47,60,28,11
"P0469","P0469H02",16,50,4.26,NA,38,59,29,12
"P0470","P0470H01",0,28,1.68,NA,50,52,31,17
"P0471","P0471H01",0,25,1.13,NA,45,64,26,10
"P0472","P0472H01",0,20,2.15,NA,45,58,29,14
"P0472","P0472H02",20,48,0.38,NA,29,57,30,13
"P0473","P0473H01",0,25,1.94,NA,27,76,17,7
"P0474","P0474H01",0,18,2.35,NA,24,69,25,7
"P0475","P0475H01",3,42,NA,NA,22,69,24,7
"P0475","P0475H02",42,66,NA,NA,30,58,32,10
"P0476","P0476H01",0,18,1.42,NA,39,82,14,5
"P0476","P0476H02",18,50,0.28,NA,64,87,10,3
"P0477","P0477H01",0,36,1.14,NA,22,77,10,13
"P0478","P0478H01",0,30,1.22,NA,28,74,19,8
"P0479","P0479H01",0,27,NA,NA,28,73,19,8
"P0479","P0479H02",27,63,NA,NA,29,69,21,11
"P0479","P0479H03",63,93,NA,NA,26,65,25,10
"P0480","P0480H01",0,18,2.84,NA,47,63,27,9
"P0480","P0480H02",18,55,0.64,NA,49,62,31,8
"P0481","P0481H01",0,29,0.94,NA,7,63,22,15
"P0481","P0481H02",29,63,0.49,NA,40,68,16,16
"P0482","P0482H01",0,10,0.53,NA,68,82,13,5
"P0483","P0483H01",0,34,0.67,NA,56,71,18,11
"P0484","P0484H01",0,34,2.45,NA,40,65,26,10
"P0485","P0485H01",0,26,1.46,NA,21,40,41,19
"P0485","P0485H02",26,57,0.83,NA,36,36,38,26
"P0485","P0485H03",57,85,0.45,NA,34,53,29,18
"P0486","P0486H01",0,10,8.45,NA,6,71,28,1
"P0486","P0486H02",20,30,6.92,NA,22,73,27,0
"P0488","P0488H01",0,12,9.77,NA,10,76,23,1
"P0488","P0488H02",18,28,7.42,NA,28,72,27,2
"P0489","P0489H01",0,7,5.53,NA,33,73,25,3
"P0489","P0489H02",25,35,1.43,NA,23,73,23,5
"P0490","P0490H01",0,12,4.76,NA,6,61,37,2
"P0490","P0490H02",12,28,4.18,NA,50,53,43,4
"P0491","P0491H01",0,18,10.64,NA,45,65,35,1
"P0491","P0491H02",25,35,8.09,NA,62,100,0,0
"P0492","P0492H01",0,22,8.65,NA,8,62,36,3
"P0492","P0492H02",30,40,2.58,NA,28,63,30,8
"P0493","P0493H01",0,13,5.08,NA,43,76,22,3
"P0494","P0494H01",14,14,7.53,NA,37,76,22,2
"P0494","P0494H02",15,28,2.17,NA,35,74,20,6
"P0495","P0495H01",0,12,8.12,NA,16,67,32,1
"P0495","P0495H02",15,25,4.83,NA,39,79,19,2
"P0496","P0496H01",0,30,6.2,NA,17,66,32,2
"P0496","P0496H02",40,50,3.32,NA,36,74,25,1
"P0497","P0497H01",0,12,11.31,NA,11,63,35,1
"P0497","P0497H02",13,23,9.82,NA,47,48,46,6
"P0498","P0498H01",0,5,2.77,NA,39,70,25,5
"P0499","P0499H01",0,13,6.23,NA,22,56,40,4
"P0500","P0500H01",0,13,10.15,NA,26,70,28,2
"P0501","P0501H01",0,29,2.47,NA,1,55,32,14
"P0501","P0501H02",29,72,1.38,NA,1,52,33,15
"P0501","P0501H03",72,120,1.04,NA,0,55,31,14
"P0502","P0502H01",0,26,4.08,NA,23,64,29,7
"P0502","P0502H02",26,63,2.03,NA,53,72,23,5
"P0502","P0502H03",63,85,1.64,NA,49,83,14,3
"P0503","P0503H01",0,28,3.49,NA,9,51,42,7
"P0503","P0503H02",28,64,2.4,NA,6,46,47,7
"P0503","P0503H03",64,95,2.26,NA,10,49,43,9
"P0503","P0503H04",96,115,1.62,NA,18,49,40,12
"P0504","P0504H01",0,34,4.06,NA,1,38,49,14
"P0504","P0504H02",34,67,1.76,NA,0,44,50,7
"P0504","P0504H03",67,105,1.63,NA,4,45,49,7
"P0505","P0505H01",0,28,5.45,NA,3,47,47,6
"P0505","P0505H02",28,70,2.92,NA,3,51,44,6
"P0505","P0505H03",70,97,1.89,NA,1,72,25,4
"P0505","P0505H04",97,120,1.1,NA,2,50,34,16
"P0506","P0506H01",0,28,3.67,NA,2,47,47,6
"P0506","P0506H02",28,55,2.32,NA,1,51,44,6
"P0506","P0506H03",55,89,1.18,NA,5,72,25,4
"P0506","P0506H04",89,120,2.46,NA,4,50,34,16
"P0507","P0507H01",0,25,4.34,NA,22,46,47,7
"P0507","P0507H02",25,46,2.98,NA,32,53,38,9
"P0507","P0507H03",46,80,1.96,NA,36,55,35,10
"P0508","P0508H01",0,29,3.51,NA,2,41,49,11
"P0508","P0508H02",29,56,2.46,NA,0,40,51,9
"P0508","P0508H03",56,80,1.41,NA,0,36,56,9
"P0509","P0509H01",0,28,3,NA,3,36,52,12
"P0509","P0509H02",28,54,1.75,NA,4,37,51,12
"P0509","P0509H03",54,96,1.61,NA,11,41,40,19
"P0510","P0510H01",0,27,3.06,NA,1,43,50,8
"P0510","P0510H02",27,58,2.14,NA,0,30,60,11
"P0510","P0510H03",58,95,2.41,NA,25,42,43,15
"P0511","P0511H01",0,30,3.07,NA,1,46,46,8
"P0511","P0511H02",3,58,1.92,NA,2,51,43,6
"P0511","P0511H03",58,95,1.73,NA,6,56,32,11
"P0511","P0511H04",95,125,1.11,NA,9,57,29,14
"P0512","P0512H01",0,30,2.6,NA,4,55,35,10
"P0512","P0512H02",30,59,1.43,NA,6,52,35,14
"P0512","P0512H03",59,95,1.19,NA,6,53,32,15
"P0512","P0512H04",95,125,1.01,NA,6,54,34,12
"P0513","P0513H01",0,28,2.65,NA,11,57,32,11
"P0513","P0513H02",28,59,1.5,NA,14,61,27,12
"P0513","P0513H03",59,90,1.38,NA,16,67,21,12
"P0513","P0513H04",90,120,0.82,NA,11,77,16,8
"P0514","P0514H01",0,20,2.61,NA,7,57,34,10
"P0514","P0514H02",20,50,1.92,NA,6,54,33,13
"P0514","P0514H03",50,88,0.93,NA,5,58,26,17
"P0514","P0514H04",88,120,0.71,NA,1,57,30,13
"P0515","P0515H01",0,30,4.86,NA,5,40,50,10
"P0515","P0515H02",30,68,2.78,NA,3,45,37,18
"P0515","P0515H03",68,102,1.5,NA,0,53,33,15
"P0515","P0515H04",102,125,1.22,NA,0,34,44,22
"P0516","P0516H01",0,24,4.16,NA,11,58,36,6
"P0516","P0516H02",24,63,1.44,NA,6,50,39,11
"P0516","P0516H03",63,90,1.08,NA,2,64,31,5
"P0516","P0516H04",90,120,0.73,NA,4,32,64,4
"P0517","P0517H01",0,29,3.83,NA,1,44,47,9
"P0517","P0517H02",29,66,1.89,NA,0,36,58,6
"P0517","P0517H03",66,95,1.94,NA,1,38,52,9
"P0517","P0517H04",95,125,2.16,NA,3,35,51,13
"P0518","P0518H01",0,31,3.67,NA,1,31,53,17
"P0518","P0518H02",31,57,2.34,NA,1,32,52,16
"P0518","P0518H03",57,100,1.63,NA,0,32,57,10
"P0518","P0518H04",100,120,1.83,NA,0,34,56,10
"P0519","P0519H01",0,29,2.14,NA,104,58,27,16
"P0519","P0519H02",29,70,1.3,NA,3,42,22,36
"P0519","P0519H03",70,85,1.23,NA,8,50,21,30
"P0520","P0520H01",0,30,3.13,NA,27,56,37,7
"P0520","P0520H02",31,80,1.95,NA,42,63,29,9
"P0520","P0520H03",80,100,1.25,NA,61,70,25,6
"P0521","P0521H01",0,26,3.91,NA,14,49,44,8
"P0521","P0521H02",26,75,1.97,NA,8,47,44,9
"P0521","P0521H03",75,100,1.36,NA,22,52,35,13
"P0522","P0522H01",0,18,2.5,NA,2,55,38,8
"P0522","P0522H02",18,48,2.14,NA,1,39,53,9
"P0522","P0522H03",48,77,1.78,NA,13,47,38,15
"P0522","P0522H04",77,120,1.73,NA,5,53,40,8
"P0523","P0523H01",0,29,4.71,NA,25,50,38,12
"P0523","P0523H02",29,57,3.47,NA,25,54,36,10
"P0523","P0523H03",57,92,1.98,NA,35,71,23,6
"P0524","P0524H01",0,27,2.82,NA,4,54,40,7
"P0524","P0524H02",27,58,1.86,NA,3,50,42,9
"P0524","P0524H03",58,90,1.54,NA,7,45,43,13
"P0524","P0524H04",90,120,1.24,NA,8,50,39,12
"P0525","P0525H01",0,25,2.88,NA,7,62,25,13
"P0525","P0525H02",25,62,1.81,NA,8,56,26,17
"P0525","P0525H03",62,90,1.5,NA,8,56,23,22
"P0526","P0526H01",0,20,4.02,NA,42,41,43,16
"P0526","P0526H02",20,47,2.31,NA,54,37,42,21
"P0526","P0526H03",47,60,1.2,NA,60,43,38,20
"P0527","P0527H01",0,22,4.42,NA,8,60,34,6
"P0527","P0527H02",22,48,1.96,NA,9,54,38,9
"P0527","P0527H03",48,75,1.49,NA,23,67,24,10
"P0527","P0527H04",75,110,1.87,NA,16,69,25,7
"P0528","P0528H01",0,24,3.7,NA,9,45,46,10
"P0528","P0528H02",24,50,2.73,NA,25,48,42,10
"P0528","P0528H03",50,85,2.43,NA,54,56,31,13
"P0528","P0528H04",85,120,1.9,NA,42,66,25,10
"P0529","P0529H01",0,27,2.98,NA,9,47,46,8
"P0529","P0529H02",27,59,1.95,NA,8,50,39,11
"P0529","P0529H03",59,95,1.75,NA,13,51,30,19
"P0529","P0529H04",95,120,1,NA,15,57,29,14
"P0530","P0530H01",0,20,3.93,NA,27,52,39,9
"P0530","P0530H02",20,40,1.98,NA,28,52,40,9
"P0530","P0530H03",40,55,1.48,NA,47,65,28,6
"P0530","P0530H04",60,80,1.19,NA,50,78,17,5
"P0530","P0530H05",100,120,1.13,NA,44,68,23,9
"P0531","P0531H01",0,25,3.75,NA,16,45,42,13
"P0531","P0531H02",25,49,2.08,NA,14,39,44,17
"P0531","P0531H03",49,82,1.81,NA,6,30,52,18
"P0531","P0531H04",82,120,2,NA,6,33,42,25
"P0532","P0532H01",0,24,3.19,NA,12,52,34,14
"P0532","P0532H02",24,58,1.58,NA,14,44,38,18
"P0532","P0532H03",58,100,1.25,NA,11,36,31,33
"P0533","P0533H01",0,16,3.18,NA,13,39,32,29
"P0533","P0533H02",16,55,1.24,NA,14,36,28,37
"P0534","P0534H01",0,30,2.9,NA,15,54,31,15
"P0534","P0534H02",30,58,2.28,NA,11,41,37,22
"P0534","P0534H03",58,90,2.13,NA,11,41,34,25
"P0535","P0535H01",0,32,4.05,NA,10,46,44,10
"P0535","P0535H02",32,56,2.2,NA,12,39,45,15
"P0535","P0535H03",56,89,1.87,NA,17,27,54,19
"P0535","P0535H04",89,120,1.39,NA,24,50,33,17
"P0536","P0536H01",0,27,4.63,NA,10,45,43,13
"P0536","P0536H02",27,63,2.92,NA,15,41,44,15
"P0536","P0536H03",63,88,2.65,NA,19,44,33,24
"P0536","P0536H04",88,120,1.18,NA,0,25,54,21
"P0537","P0537H01",0,22,2.8,NA,8,51,38,11
"P0537","P0537H02",22,46,2.11,NA,9,52,38,10
"P0537","P0537H03",46,85,1.62,NA,10,51,40,10
"P0537","P0537H04",85,115,1.5,NA,17,59,32,9
"P0538","P0538H01",0,26,3.53,NA,15,55,34,11
"P0538","P0538H02",26,62,1.88,NA,10,46,44,10
"P0538","P0538H03",62,93,1.58,NA,2,33,53,15
"P0538","P0538H04",93,120,1.04,NA,24,58,32,10
"P0539","P0539H01",0,31,3.34,NA,7,50,42,8
"P0539","P0539H02",31,62,1.46,NA,9,51,42,7
"P0539","P0539H03",62,98,1.92,NA,19,45,42,13
"P0539","P0539H04",68,115,1.76,NA,32,52,36,12
"P0540","P0540H01",0,29,3.93,NA,23,69,27,4
"P0540","P0540H02",29,63,1.92,NA,19,56,40,4
"P0540","P0540H03",63,100,1.91,NA,12,44,45,11
"P0540","P0540H04",100,120,1.69,NA,18,54,35,12
"P0541","P0541H01",0,28,4.16,NA,13,55,40,5
"P0541","P0541H02",28,80,2.28,NA,17,52,42,6
"P0541","P0541H03",80,95,1.5,NA,30,63,28,10
"P0542","P0542H01",0,26,3.22,NA,10,46,44,10
"P0542","P0542H02",26,58,1.92,NA,12,39,45,15
"P0542","P0542H03",90,110,2.24,NA,17,27,54,19
"P0543","P0543H01",0,8,5.21,NA,24,50,33,17
"P0544","P0544H01",0,16,5.24,NA,18,54,42,5
"P0544","P0544H02",16,30,5.25,NA,29,35,56,9
"P0545","P0545H01",0,18,4.69,NA,18,77,22,1
"P0546","P0546H01",0,11,6.44,NA,11,75,23,2
"P0547","P0547H01",0,10,2.63,NA,18,84,16,0
"P0548","P0548H01",0,13,5.4,NA,5,59,34,8
"P0548","P0548H02",18,28,1.6,NA,57,85,11,4
"P0549","P0549H01",0,10,2.05,NA,17,58,32,10
"P0549","P0549H02",15,28,1.08,NA,47,72,25,4
"P0550","P0550H01",0,15,3.5,NA,1,66,30,3
"P0551","P0551H01",0,6,2.12,NA,22,75,20,5
"P0553","P0553H01",0,15,8.33,NA,40,77,19,4
"P0554","P0554H01",0,13,9.04,NA,23,73,21,6
"P0554","P0554H02",20,30,1.47,NA,16,79,14,6
"P0555","P0555H01",0,14,3.56,NA,36,79,18,3
"P0555","P0555H02",22,32,1.21,NA,70,85,14,2
"P0556","P0556H01",0,16,6.71,NA,15,76,22,2
"P0556","P0556H02",25,35,3.19,NA,73,96,4,0
"P0557","P0557H01",0,13,6.81,NA,7,40,48,12
"P0557","P0557H02",13,32,3.81,NA,5,38,44,17
"P0564","P0564H01",0,15,8.62,NA,NA,30,48,22
"P0569","P0569H01",0,10,2.81,NA,4,49,35,16
"P0569","P0569H02",10,30,1.54,NA,2,34,31,35
"P0569","P0569H03",30,42,1.42,NA,2,42,51,7
"P0574","P0574H01",0,13,3.13,NA,14,56,30,14
"P0574","P0574H02",13,36,1.89,NA,17,57,26,17
"P0574","P0574H03",36,50,1.39,NA,3,43,39,19
"P0577","P0577H01",0,16,5.58,NA,47,80,18,2
"P0577","P0577H02",20,30,2.78,NA,45,82,16,2
"P0578","P0578H01",0,14,4.8,NA,33,71,25,4
"P0578","P0578H02",25,35,2.39,NA,22,70,26,4
"P0579","P0579H01",0,16,9.85,NA,38,77,23,0
"P0579","P0579H02",21,31,5.97,NA,79,100,NA,NA
"P0580","P0580H01",0,13,6.39,NA,11,61,32,7
"P0580","P0580H02",20,30,3.23,NA,19,62,29,11
"P0580","P0580H03",45,55,1.44,NA,48,77,17,6
"P0581","P0581H01",0,23,4.32,NA,9,44,46,10
"P0581","P0581H02",33,43,3.84,NA,32,60,33,8
"P0581","P0581H03",72,82,2.86,NA,31,59,30,12
"P0582","P0582H01",0,14,6.53,NA,15,68,21,11
"P0582","P0582H02",24,34,4.64,NA,28,69,27,5
"P0582","P0582H03",50,60,3.87,NA,59,88,7,5
"P0582","P0582H04",70,80,1.86,NA,29,69,22,9
"P0583","P0583H01",0,13,4.95,NA,19,57,33,10
"P0583","P0583H02",20,30,4.95,NA,29,69,27,5
"P0584","P0584H01",0,12,2.91,NA,18,70,25,5
"P0585","P0585H01",0,15,4.1,NA,14,74,22,4
"P0586","P0586H01",0,17,8.84,NA,59,42,53,5
"P0586","P0586H02",20,40,8.86,NA,61,56,36,8
"P0587","P0587H01",0,28,12.97,NA,1,54,40,6
"P0587","P0587H02",35,56,4.65,NA,4,41,39,20
"P0587","P0587H03",56,88,NA,NA,1,35,39,26
"P0589","P0589H01",0,30,10.05,NA,5,36,48,16
"P0589","P0589H02",30,50,7.95,NA,14,34,46,20
"P0589","P0589H03",50,80,0.52,NA,26,34,40,26
"P0590","P0590H01",0,25,12.47,NA,1,48,37,15
"P0591","P0591H01",0,14,7.21,NA,21,66,30,4
"P0591","P0591H02",18,28,3,NA,24,61,25,14
"P0591","P0591H03",35,48,1.84,NA,NA,NA,NA,NA
"P0592","P0592H01",0,30,10.18,NA,6,43,45,12
"P0592","P0592H02",30,50,5.53,NA,11,40,47,13
"P0592","P0592H03",55,94,1.61,NA,17,50,36,14
"P0593","P0593H01",0,15,5.41,NA,38,55,31,13
"P0594","P0594H01",0,5,NA,NA,58,68,27,6
"P0594","P0594H02",10,20,NA,NA,43,80,10,10
"P0595","P0595H01",0,12,4.45,NA,41,75,19,5
"P0595","P0595H02",17,27,7.96,NA,19,56,31,14
"P0596","P0596H01",0,12,6.62,NA,20,70,16,14
"P0596","P0596H02",15,25,4.1,NA,22,75,16,9
"P0597","P0597H01",0,12,4.76,NA,37,86,12,2
"P0598","P0598H01",0,10,6.83,NA,21,80,18,2
"P0598","P0598H02",10,20,2.62,NA,44,82,15,3
"P0599","P0599H01",0,14,10.05,NA,24,81,18,2
"P0599","P0599H02",21,31,7.16,NA,21,62,31,8
"P0599","P0599H03",40,50,3.68,NA,NA,NA,NA,NA
"P0600","P0600H01",0,12,4.6,NA,32,78,17,5
"P0600","P0600H02",12,23,2.26,NA,15,70,22,8
"P0601","P0601H01",0,10,9.3,NA,37,87,11,2
"P0601","P0601H02",15,25,6.49,NA,53,89,10,1
"P0602","P0602H01",0,20,8.2,NA,7,49,40,11
"P0602","P0602H02",34,44,5.63,NA,22,59,27,15
"P0602","P0602H03",54,64,2.47,NA,10,60,14,26
"P0602","P0602H04",85,95,1.38,NA,15,59,20,20
"P0604","P0604H01",0,17,6.08,NA,52,81,17,2
"P0605","P0605H01",0,12,8.57,NA,39,79,19,2
"P0605","P0605H02",16,26,6.04,NA,48,88,11,1
"P0608","P0608H01",0,10,8.91,NA,53,100,0,0
"P0609","P0609H01",0,13,9.89,NA,20,48,42,10
"P0609","P0609H02",15,30,7.37,NA,34,53,42,6
"P0609","P0609H03",40,60,2.5,NA,34,45,45,10
"P0610","P0610H01",0,25,9.92,NA,3,66,29,5
"P0611","P0611H01",0,38,9.03,NA,13,42,51,7
"P0611","P0611H02",40,58,8.35,NA,16,36,48,16
"P0611","P0611H03",58,78,4.97,NA,19,27,68,4
"P0612","P0612H01",0,14,11.41,NA,19,48,46,6
"P0612","P0612H02",14,40,9.32,NA,30,48,43,8
"P0612","P0612H03",40,70,4.38,NA,28,51,37,13
"P0613","P0613H01",0,17,10.53,NA,11,50,46,3
"P0613","P0613H02",17,37,7.92,NA,18,45,48,8
"P0613","P0613H03",37,67,4.42,NA,21,46,47,6
"P0614","P0614H01",0,25,11.63,NA,25,60,36,4
"P0615","P0615H01",0,30,7.96,NA,6,50,44,7
"P0615","P0615H02",30,47,5.36,NA,6,36,50,15
"P0616","P0616H01",0,16,11.43,NA,2,70,26,4
"P0616","P0616H02",16,31,2.86,NA,6,40,46,14
"P0616","P0616H03",31,70,1.62,NA,7,42,44,14
"P0616","P0616H04",70,95,0.53,NA,15,55,34,12
"P0617","P0617H01",0,15,10.2,NA,15,60,37,3
"P0617","P0617H02",15,43,4.92,NA,15,NA,67,14
"P0617","P0617H03",43,77,2.11,NA,15,36,43,21
"P0618","P0618H01",0,14,6.13,NA,13,52,45,3
"P0618","P0618H02",23,33,2.17,NA,49,76,23,1
"P0619","P0619H01",0,13,6.31,NA,28,71,29,0
