ID,X,Y,SOC
6523,7585742,4636047,0.524891621
2187,7536793,4585205,0.525748285
2500,7531230,4569022,0.527006142
2267,7538641,4580795,0.529112607
4495,7631421,4603353,0.531345844
2397,7538496,4571620,0.531451579
3889,7533179,4542129,0.532003513
5189,7571537,4629528,0.532045276
2115,7534615,4589490,0.532175276
1471,7607996,4635374,0.534685914
2402,7536289,4569798,0.5372654
4118,7580706,4598787,0.539690508
6220,7594917,4616013,0.540097657
1178,7560561,4649033,0.5414252
1546,7621236,4640681,0.543045497
2497,7530213,4569062,0.545283575
2123,7530130,4585988,0.550397239
481,7522535,4556961,0.551838942
5058,7612671,4639575,0.553351946
3677,7539857,4548243,0.557449128
5496,7521023,4546647,0.558412521
1524,7619030,4636191,0.55928834
3105,7633574,4557903,0.559290581
6381,7535019,4539564,0.559309126
3112,7630413,4562422,0.559595142
1802,7497850,4542135,0.560800365
4003,7593735,4594594,0.562657218
3463,7541080,4561423,0.563306722
362,7570370,4657575,0.563526046
2316,7528540,4575874,0.56374446
1906,7525548,4541451,0.564810223
4493,7629712,4604702,0.565179924
2414,7534444,4570689,0.566577537
1871,7502280,4551442,0.56951618
6531,7596286,4632328,0.570338533
6531,7599398,4630611,0.570338533
1516,7617796,4636020,0.570622748
1870,7502625,4551153,0.571400698
3742,7534121,4540035,0.575755464
4570,7459489,4601531,0.575869514
3683,7540165,4546398,0.576489142
3411,7535245,4562569,0.577286612
2319,7529284,4575774,0.577289334
2467,7532461,4570695,0.578328015
3857,7530404,4547817,0.578962758
1001,7545630,4643837,0.57944778
2217,7533501,4582136,0.580395427
3673,7541374,4550536,0.580421883
2390,7535277,4572839,0.581278242
6265,7621892,4606681,0.581381624
1856,7500462,4547953,0.581679015
1029,7550201,4637908,0.583298679
3625,7534148,4547750,0.583374833
2248,7535587,4580903,0.583448653
3558,7541771,4555864,0.583961291
2276,7538885,4579975,0.584232937
3458,7542175,4561580,0.584357777
2379,7536214,4572931,0.584732572
2879,7654480,4586462,0.586490105
2265,7538043,4579006,0.587147307
3393,7532258,4565333,0.587638292
2383,7537680,4572689,0.588660351
2366,7536674,4575345,0.59133114
6524,7583763,4634126,0.592320882
6524,7592916,4628230,0.592320882
3120,7629843,4559373,0.593930781
3886,7533144,4543105,0.594658323
1010,7547718,4642106,0.596278049
3385,7531601,4566115,0.597024223
1507,7610275,4636548,0.597147843
5829,7648734,4625312,0.597925938
2342,7533468,4574563,0.598224467
3525,7540744,4558773,0.599023044
860,7532296,4655470,0.599769773
1842,7501350,4547194,0.599837963
3990,7548527,4532387,0.602393725
1887,7503529,4547906,0.604765625
6526,7580224,4629821,0.605409435
6526,7596927,4626303,0.605409435
4020,7595357,4581215,0.61008047
3118,7629529,4558959,0.610219887
5616,7627395,4576496,0.612268138
6218,7609492,4619769,0.613337984
4486,7629625,4606632,0.61538545
2260,7536058,4579867,0.616110694
4681,7606032,4632978,0.618634643
6506,7634311,4653628,0.61966684
2091,7530718,4589368,0.620099701
476,7524432,4561596,0.620914621
1513,7614832,4638164,0.622080967
4572,7459564,4601032,0.623607442
1560,7619383,4642112,0.624116162
5623,7628339,4574989,0.626357023
3124,7627632,4561038,0.627853239
2521,7534220,4568148,0.628248932
1032,7539108,4647368,0.628948619
1495,7610775,4637333,0.63
5523,7524017,4545059,0.630646013
4506,7622727,4607736,0.630892259
4432,7586177,4587315,0.632294482
2801,7639643,4594963,0.633168553
5890,7502660,4542424,0.635289923
6387,7537596,4544988,0.635591228
3519,7539398,4558349,0.636051724
1028,7550723,4639214,0.636177248
3813,7526913,4553791,0.636508483
5813,7618221,4636479,0.637793147
2213,7536861,4581342,0.638231232
3466,7539688,4562839,0.639982203
2112,7533575,4589081,0.640135766
2359,7536289,4574057,0.640308193
3545,7541827,4554148,0.64068392
2077,7526574,4587018,0.640884566
3855,7530965,4547354,0.640966068
1517,7618308,4635770,0.641545051
3564,7539843,4550823,0.643023251
2206,7535453,4583007,0.643990086
3687,7540689,4545914,0.644004814
3874,7530592,4545678,0.644280362
3086,7626529,4560620,0.646284177
2480,7530983,4570235,0.646469849
1860,7499198,4548283,0.648304572
3865,7529469,4549755,0.648528642
6379,7534579,4557952,0.650502263
2192,7537198,4583521,0.650884403
2200,7535903,4583404,0.65104511
1484,7609635,4638815,0.652472644
6263,7615260,4596560,0.653053981
806,7568097,4621270,0.653527673
5461,7485746,4556761,0.653952859
2812,7634924,4594307,0.654635257
6269,7502521,4544603,0.655718527
6395,7553091,4650147,0.65999502
2377,7536266,4574644,0.663672198
3469,7538804,4562057,0.664291463
1536,7623298,4638166,0.666086612
4478,7626559,4608396,0.667606657
4459,7619910,4609302,0.667932533
4190,7599011,4617416,0.668314737
6216,7599986,4617818,0.668314737
5627,7634318,4573895,0.670828132
1898,7520547,4555719,0.670968764
637,7504128,4601888,0.670979495
4537,7632871,4561534,0.67140121
4177,7602403,4622712,0.67439946
5605,7628460,4555886,0.675056864
1038,7539986,4648316,0.677114553
5199,7587239,4625366,0.677874206
3532,7543323,4558604,0.681391868
2308,7539450,4576625,0.6816566
1533,7621197,4636832,0.683010937
978,7543395,4647188,0.685806102
3879,7531317,4544020,0.68608504
1821,7504835,4540508,0.687592593
1844,7501929,4546853,0.690546875
6328,7558316,4603349,0.691703161
1078,7554203,4645228,0.693231755
5469,7486245,4559986,0.693729354
5464,7485062,4559320,0.694412955
2441,7528328,4572873,0.69507953
3835,7532244,4549182,0.695269452
1571,7615383,4640789,0.695602792
1806,7499693,4543683,0.696859137
6525,7599438,4628465,0.697094305
6525,7581309,4630190,0.697094305
3671,7540503,4551151,0.69747327
3873,7528928,4552149,0.69838425
1476,7606851,4637327,0.698600217
2317,7528517,4575345,0.698603306
6520,7584124,4634777,0.698701727
6416,7625780,4571171,0.698940771
4654,7474984,4566449,0.699778663
3894,7532126,4541466,0.699900499
3871,7527005,4552151,0.700017079
3862,7529130,4550611,0.700075811
5178,7571112,4638778,0.700191676
5827,7655795,4626188,0.700337226
4544,7602714,4685447,0.700955595
2340,7532656,4574670,0.701210094
2101,7530039,4587023,0.701248461
2488,7528661,4570465,0.701556399
3467,7538796,4562495,0.701754083
3852,7531543,4547090,0.701821917
3833,7532035,4549690,0.701902888
3505,7539406,4557743,0.701908477
5599,7627435,4560834,0.703021949
2124,7530644,4586019,0.703718697
2486,7533099,4572080,0.703826636
3438,7540028,4564908,0.704323637
6422,7462426,4592162,0.70476086
1457,7603769,4637736,0.704938159
6297,7644090,4589275,0.70555702
4510,7507684,4531936,0.705667999
2197,7538325,4582882,0.70576857
2309,7539511,4575964,0.706335271
2334,7532242,4573582,0.708244736
3398,7538784,4566459,0.708874721
2311,7539950,4575056,0.709847863
3559,7540129,4556694,0.710214453
3746,7534223,4539674,0.710508048
4760,7628789,4637423,0.71178072
3087,7627299,4560323,0.71204205
4384,7648388,4608412,0.712385258
2454,7529385,4571695,0.712957661
4481,7628225,4607293,0.715179499
3386,7531656,4565662,0.716559602
5505,7520284,4546644,0.717278565
3776,7535871,4531423,0.719893232
1569,7616689,4638911,0.720614357
1036,7541434,4648463,0.72162236
3317,7552617,4535430,0.722072645
4120,7579267,4600828,0.722496475
1486,7608380,4637781,0.723208576
5621,7624767,4574755,0.724728891
6224,7591883,4598045,0.7257781
6224,7598772,4591097,0.7257781
6383,7539736,4530497,0.727304662
3675,7538868,4549428,0.729579605
764,7561155,4614016,0.72963612
1525,7619636,4635995,0.729660533
1523,7618943,4635541,0.73
4553,7456593,4601693,0.73056541
3434,7538291,4561748,0.731175834
4115,7589190,4597395,0.732398665
1496,7611600,4637699,0.732461929
4296,7618992,4600686,0.733153409
684,7514459,4605529,0.733821721
3371,7556712,4561207,0.735662827
4581,7459704,4597507,0.737155941
3316,7551505,4535254,0.737948855
5170,7578846,4641644,0.739497466
2017,7501074,4579401,0.741899508
1900,7520196,4551126,0.742360604
2960,7649096,4587551,0.743489583
2264,7537430,4579275,0.743537702
4492,7627790,4604559,0.744230499
3557,7541000,4555494,0.746056074
2259,7535278,4579988,0.746456588
3408,7535301,4565369,0.746552252
2214,7535154,4581486,0.747332974
6261,7614496,4609562,0.748510669
3085,7626799,4561796,0.750159933
3888,7533687,4544138,0.750821899
2456,7529471,4572350,0.750996892
2346,7533591,4573391,0.751170317
3556,7540686,4555773,0.751401651
394,7590699,4669048,0.751783149
3624,7534137,4548271,0.752073173
2471,7532282,4570315,0.752124393
3462,7541150,4560355,0.752499005
2085,7527247,4586274,0.752585697
2350,7534572,4572739,0.752625343
1617,7652188,4617608,0.752702255
2134,7533979,4585716,0.753178669
2804,7636447,4594713,0.75349743
3072,7624938,4568099,0.753976563
3530,7542453,4559160,0.755104347
2118,7533323,4586614,0.755326106
3896,7533379,4540498,0.755693977
4002,7591458,4594727,0.759205036
3510,7538784,4558310,0.759390158
2110,7533611,4589838,0.759519949
2133,7532622,4585413,0.759924465
3844,7531016,4548898,0.761199611
5443,7486349,4554019,0.761414285
5443,7481952,4553571,0.761414285
2127,7532365,4586372,0.761543453
465,7517973,4564689,0.761938874
3397,7534832,4565239,0.762310979
2374,7539336,4575184,0.762406788
2444,7528241,4571833,0.762890142
3456,7541002,4561795,0.763619919
4763,7631683,4635646,0.76818656
2398,7537835,4570924,0.770753946
2770,7622783,4575517,0.77145904
2645,7576863,4586932,0.77181846
2597,7553040,4579532,0.772145749
6289,7578986,4645197,0.772367206
6245,7536286,4585572,0.772742845
1562,7619658,4642540,0.772945749
346,7580302,4673785,0.774240552
365,7579411,4658717,0.777396362
1027,7550747,4640386,0.77855957
2642,7582955,4588749,0.778833678
3849,7533153,4546486,0.779062273
1566,7617405,4641471,0.780144353
4611,7459614,4599149,0.782418747
3070,7647194,4569731,0.784293276
1284,7593592,4631700,0.785086646
4533,7527836,4570400,0.78552522
3514,7539660,4559358,0.785778516
1885,7504267,4539672,0.785956631
4026,7596168,4577487,0.786685448
5569,7596607,4593274,0.788738374
3412,7535851,4562448,0.788765459
5629,7628286,4573719,0.789413424
1840,7500292,4546936,0.790509709
762,7556722,4604666,0.790542402
762,7557216,4610439,0.790542402
2253,7536919,4580419,0.791459097
3059,7635295,4569434,0.79151338
4557,7457547,4600898,0.792377406
6280,7583875,4630853,0.792629888
3508,7540951,4557716,0.794039664
1481,7607549,4639222,0.794947155
5585,7601018,4588227,0.795851415
2464,7534041,4571223,0.796941774
3400,7538179,4564926,0.796941774
3784,7536897,4533934,0.797452479
2632,7578754,4593932,0.797493473
4474,7624601,4610682,0.797955717
740,7557347,4621199,0.798621616
4470,7623047,4610710,0.799926276
2078,7525928,4586157,0.801184158
3448,7539211,4562710,0.802242409
468,7516721,4559601,0.804302254
1554,7625813,4639238,0.805039081
3847,7532920,4547593,0.805930171
2256,7538278,4581670,0.808079147
2195,7538461,4583911,0.808847664
980,7543409,4646709,0.809447852
3402,7534413,4565670,0.809757924
4015,7593497,4584273,0.80984538
2326,7531798,4574188,0.810189113
3410,7535937,4563735,0.810221315
779,7558334,4604414,0.810383686
2344,7533216,4574149,0.810494292
3903,7532496,4537623,0.81081383
2141,7529751,4583708,0.810949059
2498,7530523,4568550,0.811313956
466,7518455,4562301,0.81150512
3868,7528034,4551102,0.811762135
2212,7537595,4581883,0.811767566
1510,7615018,4635084,0.811872702
2236,7532264,4584670,0.811920567
3692,7539857,4542348,0.812075923
3106,7633133,4559020,0.812113877
2430,7531639,4573092,0.812392919
3866,7529684,4551339,0.812454806
1907,7526886,4540276,0.813557935
2061,7528709,4589359,0.813643211
2097,7531971,4588279,0.813953565
2097,7532274,4587093,0.813953565
2468,7531754,4570833,0.814013521
2209,7535128,4582201,0.814129339
2295,7535555,4576332,0.81422919
3816,7525547,4553707,0.814381718
5950,7600048,4572134,0.814682868
2299,7537250,4577417,0.814690151
4843,7650053,4650387,0.815306122
3830,7530317,4550841,0.815464885
2447,7527615,4571045,0.816130304
3808,7533093,4552493,0.816321284
2373,7538146,4574701,0.816885448
1852,7504613,4547932,0.817996574
911,7542387,4655410,0.818002657
2229,7532977,4583096,0.818030607
5873,7588320,4672130,0.818045213
3884,7533528,4545106,0.818657566
1623,7662750,4619174,0.818743655
3817,7525895,4553170,0.819480953
2453,7528667,4571361,0.820656518
5628,7630225,4573818,0.822279474
2495,7530656,4569884,0.823252263
1577,7611803,4638520,0.824346447
2285,7535066,4575676,0.826526055
2285,7534672,4577563,0.826526055
4067,7609144,4584641,0.826954387
754,7551231,4615607,0.827421134
485,7515483,4565830,0.828037078
4480,7627718,4608835,0.828346239
2636,7578754,4588778,0.828673859
3867,7528382,4551575,0.829905977
2339,7534296,4575376,0.830015656
4438,7583809,4581811,0.830640507
3682,7541012,4547272,0.831322891
1497,7612571,4637874,0.832355647
2070,7529767,4588498,0.832707421
2144,7531330,4583869,0.832785016
4487,7629661,4605770,0.836086612
2702,7623353,4594699,0.836341645
2056,7527381,4588247,0.838973004
2056,7538981,4574400,0.838973004
4504,7635720,4599670,0.840531354
4521,7538971,4594029,0.841336032
801,7562939,4615255,0.841973444
3946,7533924,4539212,0.843698508
6452,7622240,4639492,0.843970683
3506,7540270,4557806,0.844013561
2956,7646646,4587642,0.844115239
5613,7622235,4578071,0.844223365
3081,7627202,4562634,0.844493927
3081,7625576,4554986,0.844493927
1600,7647647,4636262,0.84483144
3907,7531930,4535511,0.845860992
3748,7534294,4538460,0.846259473
6376,7528046,4549178,0.847372285
3109,7633389,4561660,0.848139016
3814,7524447,4554462,0.848702986
4425,7587703,4592998,0.848754608
747,7560621,4618116,0.850675505
6227,7603623,4588094,0.851254927
6232,7592495,4588260,0.851294423
4113,7585570,4597074,0.851367714
1070,7553689,4647569,0.85204631
2226,7532076,4581959,0.852146325
116,7561486,4653648,0.853001698
1492,7610310,4641146,0.853153033
6252,7555048,4579726,0.85477795
2081,7527336,4587009,0.854970598
2081,7531169,4582463,0.854970598
1858,7499218,4547369,0.85527658
5048,7656404,4599414,0.855616576
6266,7624446,4606216,0.857116814
1601,7645190,4635232,0.857302129
4871,7638467,4644935,0.857792966
3268,7555659,4563485,0.858193483
1579,7606247,4634947,0.858430657
3096,7628118,4555818,0.858743655
2208,7534674,4582799,0.859823357
4108,7584674,4599757,0.86129611
2132,7532884,4586579,0.863648728
5506,7519093,4546649,0.864075941
3089,7626217,4557516,0.864234234
2775,7629044,4569372,0.864418871
3845,7530823,4549633,0.864458479
6292,7636600,4593628,0.86458189
2364,7537197,4576345,0.8660072
3461,7542277,4560485,0.866151009
2119,7534135,4586801,0.866907518
3869,7527487,4551760,0.869726113
4183,7596180,4620885,0.870089123
1139,7534792,4640962,0.870119048
3811,7533832,4552199,0.870497911
3459,7541952,4561083,0.871015597
3941,7533850,4536983,0.871174352
2243,7532621,4577909,0.871179397
2114,7534236,4589908,0.871891843
5573,7597781,4592405,0.871913904
1561,7618811,4642269,0.872095601
1506,7611495,4635921,0.872489204
5271,7603201,4629891,0.872678388
2108,7532269,4589515,0.872932343
3899,7532373,4539917,0.873011635
2461,7531420,4571999,0.873268346
4137,7578598,4606315,0.873321923
5492,7519715,4546327,0.873425192
2242,7533004,4578723,0.873483759
4008,7591488,4588388,0.873566017
2131,7531123,4585585,0.873574221
3870,7528208,4551960,0.873861975
3932,7533026,4534157,0.874148049
3447,7538405,4562800,0.875035706
1809,7500292,4544948,0.8753125
6338,7584660,4591807,0.875893392
4179,7592932,4620943,0.877103764
3843,7531533,4548766,0.877815177
765,7559251,4612796,0.877829861
1632,7652692,4626462,0.878115482
3777,7535152,4530643,0.878521477
5816,7620379,4607896,0.879705106
4327,7612629,4610693,0.880934646
3892,7531499,4542683,0.881369152
3439,7540192,4565209,0.881521049
1886,7510137,4526565,0.882061404
4146,7577293,4614465,0.882227908
2774,7627218,4573237,0.882321728
3672,7540612,4550619,0.882513422
3897,7530407,4541337,0.883286215
2219,7533401,4580856,0.884086212
4130,7575172,4604782,0.884661004
2483,7530081,4570764,0.885051438
4761,7628839,4634828,0.886177933
2083,7529022,4587915,0.887106196
380,7579656,4655099,0.887408871
1541,7621135,4639635,0.887491318
6251,7558699,4578542,0.888987854
104,7553698,4677483,0.891382042
2425,7533064,4571706,0.89144306
2425,7532001,4571557,0.89144306
1508,7613286,4635595,0.891545051
6339,7577986,4589995,0.892555835
4476,7624423,4607973,0.893377576
1175,7559073,4648599,0.893777477
6392,7546735,4646118,0.893886074
1056,7549340,4648955,0.894480387
2389,7537697,4572143,0.896539579
6382,7536112,4530819,0.89779713
6515,7466104,4600114,0.9
1003,7544952,4643579,0.901336032
979,7542955,4646754,0.901646677
4538,7631482,4561972,0.902083333
4538,7627483,4558433,0.902083333
1624,7653174,4619987,0.90212247
1558,7620596,4641589,0.902317576
1161,7538489,4635939,0.902803738
2089,7528897,4587144,0.903512422
4653,7474364,4567867,0.903960178
1578,7614569,4639095,0.905959749
2631,7577128,4593018,0.906073236
1752,7468596,4552558,0.906799887
4477,7625709,4607039,0.907865349
387,7595087,4670941,0.908065536
5508,7527018,4542364,0.908317819
5508,7518388,4547223,0.908317819
2274,7539596,4582040,0.908366692
5259,7591871,4643174,0.909670376
3731,7535418,4546167,0.910501089
3850,7532171,4545770,0.910501089
5876,7589020,4670910,0.911260756
6291,7634912,4597835,0.911848721
4073,7603847,4589745,0.912147316
6443,7613718,4640331,0.913194686
1138,7538429,4642192,0.914464286
5820,7655919,4622261,0.917231502
5631,7635825,4574055,0.918446675
2080,7527049,4587834,0.92004126
643,7499912,4606835,0.922173223
5622,7625758,4574583,0.923245677
6301,7652070,4584006,0.92384578
999,7545253,4644554,0.923962944
3507,7541538,4557680,0.924440726
5119,7534147,4574056,0.924579146
2084,7528197,4586067,0.926062888
3846,7532170,4547456,0.927147775
4576,7457440,4598335,0.927205285
3551,7540721,4553951,0.92724677
1625,7653340,4621171,0.92726138
3069,7647559,4569122,0.927750382
549,7491352,4637929,0.927809365
5507,7518338,4546704,0.927981702
3570,7539433,4552990,0.928397578
2452,7528805,4570913,0.928780374
3101,7630596,4556841,0.929315033
3891,7531707,4543223,0.929740855
6262,7609785,4601252,0.929768006
4273,7615163,4611546,0.930765871
6254,7530530,4570595,0.931200308
3827,7533053,4550740,0.931456081
739,7557347,4617109,0.931649374
2292,7533563,4576120,0.931739686
3688,7539197,4544712,0.932217832
2082,7527982,4587431,0.932273115
2191,7537512,4584123,0.932434205
3518,7540329,4558603,0.932469117
6004,7585090,4601027,0.932566306
2473,7532989,4570108,0.932602408
2116,7534867,4588385,0.932645617
2202,7537039,4582829,0.932986443
2180,7530475,4575233,0.933253258
5996,7577246,4610157,0.933442284
3909,7532164,4534526,0.934001824
3406,7536232,4565110,0.934137306
969,7542472,4648024,0.93419189
3437,7538722,4564853,0.934782996
2103,7532405,4588027,0.93480269
2088,7528906,4586310,0.934862235
2449,7527937,4570608,0.93507254
738,7556904,4618499,0.935242072
2499,7530845,4569028,0.935723406
3676,7539150,4548630,0.935863317
5630,7635205,4573833,0.9358917
3837,7533361,4550049,0.936033009
5529,7526203,4542490,0.936164982
3773,7537575,4532171,0.936672718
4539,7630037,4560850,0.936825141
2125,7531522,4586362,0.936873043
1526,7619562,4636945,0.937083333
3571,7539579,4553932,0.937611765
5889,7504928,4538583,0.937619897
3902,7531707,4538620,0.938913369
2519,7533938,4568924,0.939958741
2177,7530659,4575875,0.941368416
2675,7564860,4589473,0.941638372
3496,7537900,4557262,0.942745625
2194,7537739,4583306,0.94340668
3123,7628668,4558184,0.944663968
3381,7531022,4566389,0.945063098
3094,7624034,4555446,0.94585582
4422,7630459,4597291,0.947435686
5088,7551662,4646148,0.948282317
3055,7637700,4568998,0.949004581
4594,7459455,4596055,0.949186558
4308,7615043,4600973,0.950619899
3933,7532921,4534636,0.950718679
5999,7583732,4600860,0.950963919
3906,7531771,4536617,0.951991215
2162,7531870,4580920,0.952624136
5975,7583422,4631588,0.952668595
2771,7623184,4573451,0.953131889
5997,7580335,4600222,0.953742551
659,7501475,4603106,0.954856948
5130,7604470,4587291,0.955414287
5566,7596442,4594320,0.955458439
2063,7526771,4589323,0.955615075
1545,7620050,4640502,0.956674352
364,7574137,4656595,0.957814689
2489,7529822,4570424,0.957948775
4427,7589050,4591093,0.958350863
1574,7613911,4640331,0.95836153
3269,7557241,4562829,0.959206204
2723,7621690,4586862,0.959360723
2996,7633348,4592525,0.960127831
1532,7620695,4637556,0.961697044
3441,7541628,4563989,0.962991028
1514,7616843,4635142,0.963477184
2215,7534401,4581626,0.963687046
1874,7498991,4550312,0.964846132
731,7545145,4621022,0.96486532
4456,7587145,4568582,0.96486532
3125,7629851,4561805,0.964931102
1576,7612466,4638749,0.9665587
4644,7478703,4565529,0.966931762
4122,7575707,4598680,0.9692889
4472,7623126,4609405,0.971078401
4575,7457440,4599118,0.971940121
4184,7598219,4620798,0.972018213
5522,7523728,4544714,0.973057432
1110,7550871,4645048,0.974367315
4475,7625373,4608974,0.974490302
5455,7484985,4555507,0.97574248
1039,7540476,4648414,0.975984606
1186,7564834,4636937,0.977128719
1485,7609019,4638310,0.977699955
472,7521142,4557353,0.97817925
2343,7533936,4574556,0.979405321
2378,7536318,4569470,0.97978288
2378,7535772,4573615,0.97978288
3908,7531446,4534886,0.980091584
3512,7539476,4560344,0.980415938
6377,7532068,4550613,0.980901605
249,7561953,4669086,0.98408509
2143,7530246,4583178,0.984122038
4441,7584272,4580232,0.984818891
5519,7522935,4544753,0.985111857
2142,7532148,4580027,0.985133167
2142,7530200,4584051,0.985133167
2138,7531961,4582986,0.986306596
1618,7651010,4620367,0.986364752
2507,7531489,4568217,0.987312357
2302,7537770,4577053,0.98731498
3405,7536040,4564477,0.987998868
4979,7655077,4622020,0.988446149
3593,7537309,4551580,0.988570376
5261,7593610,4644524,0.988707361
4603,7458453,4599565,0.988931323
5826,7650933,4625381,0.989660533
3065,7645154,4569077,0.989796161
1141,7533128,4640797,0.990153061
4583,7458595,4597195,0.990776849
1460,7604722,4636876,0.990814232
6268,7504295,4545726,0.991071972
2463,7531570,4571321,0.99142194
3679,7540869,4548451,0.991966985
1511,7614460,4635822,0.992238642
5588,7601628,4588761,0.992337213
373,7585626,4660186,0.992354545
2427,7532127,4572954,0.992460584
2315,7528172,4576533,0.992653944
5985,7582999,4641651,0.992725119
5129,7603013,4589208,0.992901959
5859,7532186,4578255,0.993112892
2310,7540146,4575918,0.993395875
4025,7594859,4576914,0.993432467
5998,7580369,4601373,0.993584707
2318,7528946,4574793,0.993631473
2465,7533559,4571080,0.993750172
3859,7529577,4548331,0.994018093
3759,7534159,4533916,0.995248699
3826,7532974,4551325,0.995337183
6333,7579274,4600413,0.996167672
3887,7533904,4542973,0.996774739
2484,7532857,4572620,0.996810216
3075,7625229,4563380,0.997194255
1530,7618071,4637939,0.997292195
1549,7622670,4639910,0.997292195
5128,7601709,4587662,0.997325427
2369,7536105,4575247,0.998149705
3524,7540101,4560441,0.999212468
2356,7535484,4574670,0.99921801
3935,7532473,4535377,0.9993715
3911,7531980,4534127,0.999789576
2107,7533833,4588359,1.000581625
3119,7630211,4559339,1.000765808
5995,7578135,4610960,1.000802523
3436,7539191,4564548,1.00134802
4408,7630758,4609245,1.001418544
2629,7575465,4590465,1.002193694
1473,7608735,4637136,1.002655674
850,7531167,4657541,1.003512654
3450,7539226,4564126,1.004607726
