ID,X,Y,SOC
3818,7526878,4552918,1.004866666
4463,7621983,4609460,1.005025299
6158,7578294,4613314,1.005027793
2466,7532219,4567694,1.005281574
2466,7533041,4570758,1.005281574
1572,7614670,4640416,1.008476691
3823,7530746,4551747,1.008703427
2233,7533838,4583869,1.009121487
390,7605079,4670828,1.009178472
368,7573522,4654096,1.009550113
2477,7532811,4569602,1.009922972
4552,7456085,4601556,1.010539157
4232,7601055,4610983,1.010657322
4062,7602220,4585231,1.012123337
3540,7543530,4556609,1.013083699
6374,7525677,4553240,1.013511845
3082,7625745,4562308,1.014670603
2661,7566535,4581927,1.0150267
2564,7558227,4595145,1.015142404
2189,7537224,4584482,1.015769371
3738,7534300,4541748,1.016272618
639,7504729,4604505,1.01766943
5175,7573340,4642141,1.018726102
4482,7626745,4607467,1.018945109
3940,7533672,4537030,1.019952736
3542,7543199,4555371,1.020686173
3523,7539371,4560676,1.020688725
5805,7509779,4665804,1.021269512
3088,7625601,4557791,1.022348178
2287,7533457,4576882,1.022808548
5524,7524777,4544168,1.023195004
5164,7584469,4639507,1.023609976
2109,7532975,4590130,1.024215277
348,7574564,4672893,1.025629744
5120,7534143,4573348,1.026202861
2283,7532670,4577381,1.027221399
5849,7532257,4589815,1.027305329
1463,7605590,4636380,1.028985599
2057,7527937,4588955,1.029507262
3992,7546622,4531030,1.029992629
4182,7595329,4621243,1.030002115
3893,7532003,4542601,1.030890904
686,7516452,4601902,1.031085526
3121,7630017,4560328,1.031536437
5487,7521232,4545462,1.031685309
5487,7515690,4547852,1.031685309
2843,7644876,4592427,1.034678627
2843,7664505,4585395,1.034678627
2288,7532296,4576751,1.035333121
1501,7608578,4634316,1.035891497
4429,7586840,4588873,1.036912382
2167,7532269,4578160,1.03836196
6411,7624049,4577019,1.038564421
1819,7503229,4541887,1.039961117
280,7567081,4664354,1.040144353
2875,7654598,4587073,1.040918973
1972,7488042,4575534,1.04129346
5068,7546408,4643717,1.041396378
5841,7528639,4582915,1.04232443
3812,7531574,4552588,1.042445969
2335,7532150,4575238,1.042638468
3460,7542359,4561321,1.042656632
2351,7534633,4573314,1.043006648
761,7553367,4609371,1.043226346
1551,7623572,4640328,1.043350789
5174,7573984,4643142,1.043423878
2211,7537478,4582662,1.043425218
2422,7532518,4571183,1.043557618
3394,7532708,4565439,1.043868163
4588,7458415,4596021,1.043969164
3686,7539888,4545988,1.044632522
2518,7533731,4567981,1.04508629
3861,7530074,4549236,1.045286884
3582,7538455,4552810,1.045515109
6342,7581871,4582964,1.045615358
4483,7626520,4606842,1.04632967
4468,7620907,4607664,1.046696242
742,7558647,4617622,1.0475537
5122,7534960,4576058,1.048179469
1467,7607223,4636031,1.048817942
3757,7534232,4534248,1.049279561
2161,7531063,4578382,1.0497685
1542,7621236,4640080,1.049786755
760,7555030,4612454,1.050353923
4880,7634517,4635098,1.050715843
2345,7533691,4573797,1.050960192
4430,7588387,4588631,1.051131569
5491,7518260,4547782,1.051210496
4011,7593095,4586937,1.051301558
3781,7535137,4532540,1.052920343
4569,7459157,4601863,1.052977697
3885,7533552,4544546,1.053121048
3476,7538706,4560590,1.053787416
6003,7585672,4600512,1.054368663
2676,7565893,4589912,1.054464363
2278,7536852,4578057,1.054590669
2460,7530707,4571471,1.055187465
2139,7531668,4582220,1.055384786
2610,7553741,4570163,1.056172655
3079,7626351,4562538,1.056864103
4585,7458304,4596549,1.0572567
2459,7530161,4571269,1.057946586
5896,7549604,4663484,1.059642193
1796,7498392,4543198,1.060071631
3537,7541297,4556597,1.060113963
5525,7524405,4543271,1.061254143
983,7545305,4647457,1.063769324
3758,7534566,4534245,1.064139112
2291,7533295,4575853,1.06462507
3078,7625224,4564678,1.065538934
2204,7536085,4581399,1.067297469
4004,7592813,4593224,1.068625612
4010,7595261,4589831,1.068625612
2178,7530725,4576520,1.068838663
4600,7458154,4599182,1.06892795
6250,7565739,4575939,1.070639109
4531,7531354,4574908,1.072368347
4555,7457064,4601467,1.072638002
6257,7536015,4577255,1.072802416
4591,7457389,4595454,1.073292962
132,7550617,4657870,1.075739689
132,7550003,4658936,1.075739689
2196,7538401,4583521,1.07596174
5246,7603265,4639059,1.076188895
2780,7631092,4573718,1.076301328
1544,7617295,4640420,1.076470479
1987,7485324,4572036,1.076589534
5877,7589035,4670455,1.077598206
3207,7610338,4559678,1.077761764
1493,7611164,4640268,1.078185986
5264,7599823,4631723,1.078238787
1616,7651917,4618321,1.078300678
1616,7658555,4633875,1.078300678
1489,7608886,4639931,1.080721764
855,7532538,4656529,1.080836731
1491,7610083,4639600,1.080926785
2152,7530259,4582009,1.081559753
4203,7602896,4609598,1.08288728
2651,7583187,4583325,1.083413528
4135,7580378,4611052,1.08414873
4135,7574322,4608476,1.08414873
3799,7532343,4553508,1.084503986
972,7543581,4649300,1.086718281
5145,7581809,4649992,1.086758026
3863,7528501,4550528,1.087081471
3971,7546732,4554356,1.088206967
5087,7552464,4646729,1.089034243
890,7532094,4656077,1.090307018
3318,7553155,4534540,1.090901021
2304,7538290,4576352,1.091619759
1876,7501308,4553890,1.091927348
3056,7638646,4568853,1.093095238
2241,7533731,4578797,1.095021353
868,7532940,4654468,1.096062925
3931,7534517,4532081,1.096103966
2750,7612760,4576574,1.096311935
1588,7630519,4650081,1.096613697
3689,7539246,4545315,1.096775574
4431,7584335,4586620,1.097215583
3391,7532915,4565896,1.097905762
5268,7594690,4628177,1.098417733
6214,7598828,4624095,1.098440352
2387,7537094,4572563,1.099049426
3522,7538728,4560163,1.099361196
3953,7533902,4552687,1.099610117
3944,7532948,4539648,1.1
2059,7528574,4588911,1.100062671
2055,7526377,4588247,1.100099039
4204,7603640,4607616,1.100402487
2354,7534863,4574418,1.101525562
2386,7537680,4573126,1.102149526
5900,7555697,4652018,1.103310461
1280,7592625,4631234,1.103405628
6414,7632006,4574661,1.103408945
2245,7534134,4579127,1.103488316
2130,7530417,4584651,1.103885629
2475,7533800,4569631,1.10396252
4479,7626631,4609116,1.104547755
5992,7577097,4613793,1.104733131
2210,7535495,4582038,1.105070678
3455,7542328,4562186,1.105189163
3547,7541546,4555151,1.107469634
4465,7620163,4608728,1.107748559
3395,7533944,4564743,1.107936865
5511,7526253,4541665,1.107939845
2482,7530518,4570821,1.108299398
759,7551604,4611859,1.109186374
5812,7622701,4638742,1.109612292
5083,7544344,4654308,1.109768268
854,7531381,4656790,1.109773132
4114,7587705,4596699,1.110639731
3877,7531707,4544977,1.110855013
4105,7589672,4599229,1.111235519
2337,7533622,4575330,1.111362307
5183,7570881,4632878,1.111583723
3774,7536891,4532376,1.111881719
2682,7564908,4584830,1.112044213
799,7568601,4615315,1.112453943
2087,7528691,4585493,1.112844887
3428,7536743,4561857,1.113321689
231,7564475,4672737,1.113481781
773,7557024,4606288,1.113615451
4536,7632459,4560561,1.11367915
3457,7541655,4562080,1.113845205
5090,7542249,4637985,1.113853604
2476,7533794,4569240,1.115107784
5484,7516907,4546803,1.116268268
3898,7531126,4540116,1.116850164
3404,7534875,4564160,1.117082938
5562,7595149,4597668,1.117493316
4303,7616478,4596530,1.118950443
1277,7592027,4631663,1.119737852
2358,7535821,4572969,1.119918573
3520,7538600,4557661,1.120181712
2171,7533172,4580082,1.12038855
2647,7581219,4584857,1.121115871
1149,7531552,4643755,1.121515244
6336,7585446,4593488,1.122061801
4116,7581455,4596693,1.12309531
4485,7627161,4605880,1.124582168
650,7495918,4604968,1.125761364
3295,7560344,4553806,1.128010621
5831,7651773,4619561,1.128234991
6303,7646981,4596538,1.128285116
2470,7531299,4570585,1.129379255
3803,7530247,4552789,1.129695928
2639,7580657,4589390,1.129932129
5082,7543441,4654297,1.130364574
2979,7640071,4589145,1.130688904
1629,7653064,4623527,1.131215726
4123,7577681,4599021,1.131840378
2492,7529385,4569919,1.134576755
858,7530459,4655452,1.134839773
1832,7502703,4544783,1.135981514
1795,7495610,4541066,1.136395954
4500,7632374,4601498,1.13755609
3829,7533881,4550366,1.13793898
5617,7624113,4576591,1.137997087
1505,7610397,4635124,1.138159467
1575,7612846,4640341,1.138290863
3442,7539922,4563922,1.140181303
2641,7583169,4591786,1.140814535
4488,7623213,4606873,1.141689404
2469,7531455,4571051,1.143622646
1884,7501459,4543141,1.144343685
687,7518498,4601230,1.144918033
3247,7587020,4564058,1.145336946
992,7543343,4644694,1.145458439
6331,7575363,4604212,1.145803196
3365,7568979,4561406,1.145994433
4387,7648813,4611780,1.147259657
5856,7533289,4579977,1.149405622
722,7546174,4601024,1.149536506
462,7516137,4563228,1.15036831
3991,7545718,4531208,1.150639731
4652,7480373,4567247,1.150792585
4554,7456532,4601208,1.150844133
6444,7614687,4639806,1.152049935
3454,7540579,4562479,1.152359073
5618,7621524,4574690,1.153371041
1797,7497706,4544200,1.153883745
4614,7471580,4566310,1.153883987
5830,7654724,4626658,1.154273689
718,7538350,4600176,1.154513241
2244,7534343,4579383,1.154717148
1633,7653822,4626944,1.155263325
5839,7651647,4642991,1.157510288
2323,7531085,4575322,1.157688073
2589,7556235,4579366,1.158258929
4499,7633695,4601668,1.158718726
6219,7597210,4617610,1.160336773
3922,7531657,4530055,1.160342725
2431,7531248,4572454,1.160389344
2102,7531310,4587371,1.160482996
5483,7516969,4547401,1.162
569,7501292,4638692,1.162723105
3708,7539190,4535760,1.162787053
367,7578168,4656294,1.162878535
867,7532175,4654657,1.162937338
3574,7538182,4555388,1.16306956
3864,7530137,4550440,1.163290674
2237,7532762,4584804,1.163914149
3853,7531461,4547897,1.163923258
3114,7630799,4560328,1.164221204
4001,7585459,4593212,1.164938539
2446,7528161,4571166,1.165423061
2786,7626942,4578759,1.16547371
1946,7475500,4570552,1.165491803
3080,7627543,4563400,1.16577381
3883,7533262,4543883,1.165794087
90,7545381,4663455,1.165880682
4584,7457764,4596628,1.166570875
5976,7582610,4631990,1.166720583
3501,7537322,4556241,1.167706689
4007,7592709,4590471,1.168556941
3058,7639799,4567931,1.168929446
4580,7459195,4597754,1.169815095
2347,7533806,4572777,1.17054844
951,7546232,4647544,1.171834524
951,7547736,4649136,1.171834524
3875,7530487,4544939,1.171883401
1285,7593649,4633418,1.172089082
5988,7588671,4634309,1.172516752
131,7549628,4658251,1.174089069
4031,7595008,4572524,1.174602724
5526,7524296,4542900,1.174824561
3403,7535363,4564571,1.17484823
2409,7535030,4569729,1.175258337
948,7552242,4642404,1.175630798
948,7546316,4648195,1.175630798
1607,7644717,4629280,1.176607065
6412,7622050,4577256,1.177173801
6498,7652415,4642297,1.177490801
6279,7580917,4632228,1.177581846
1286,7592084,4633461,1.177734335
1286,7584256,4630686,1.177734335
3303,7553294,4549401,1.17779321
5531,7522962,4546060,1.179117218
2860,7651146,4589873,1.181207016
4129,7576885,4602481,1.181908964
396,7596462,4669396,1.182486927
888,7531464,4656194,1.183217893
5495,7520785,4545999,1.183995653
3890,7533898,4541859,1.184001231
3584,7538098,4551829,1.184309853
2733,7615278,4584558,1.184677419
881,7533054,4651083,1.18513812
2050,7517895,4567960,1.18526493
2674,7563221,4589770,1.185667179
912,7541803,4653892,1.18633609
5179,7570534,4635852,1.187657631
4156,7571044,4616773,1.188300476
4107,7584955,4601343,1.188346862
1512,7614884,4636676,1.188642132
6325,7555047,4607086,1.190347222
3358,7568562,4556511,1.191169627
347,7580403,4677502,1.191353227
5486,7516920,4547946,1.191784543
2341,7532748,4573728,1.191984663
1458,7605458,4639712,1.193478429
6222,7601296,4610231,1.195125966
4112,7583616,4596860,1.195371365
3881,7532335,4543974,1.19566891
1194,7550458,4631311,1.195747951
3066,7645755,4569280,1.196402708
6454,7631026,4637699,1.196983487
5229,7591368,4637402,1.199019139
743,7559392,4621310,1.199167627
3117,7629610,4558311,1.199517401
3315,7549873,4534336,1.200477068
636,7505311,4597699,1.202794365
2153,7530912,4583235,1.20392059
5899,7554495,4665567,1.204645422
6321,7544307,4620909,1.204960646
1650,7653069,4641568,1.205178659
2644,7575376,4586896,1.206687896
2493,7529765,4569574,1.207862529
649,7497307,4606164,1.208335164
1911,7511614,4535398,1.209747125
1066,7551844,4647796,1.210784574
879,7533782,4651214,1.211052632
6423,7649608,4620614,1.211327226
4869,7635359,4641852,1.213125315
4545,7600609,4679581,1.215896822
4604,7458964,4600053,1.216266199
1540,7619732,4638920,1.216785714
3074,7631413,4559767,1.218436308
3074,7626035,4565975,1.218436308
1143,7541467,4641117,1.21909328
5832,7651093,4622107,1.219190283
5030,7659897,4610096,1.219493423
6281,7587784,4632176,1.219525543
861,7530617,4654887,1.219660533
1453,7589325,4635563,1.220066973
5838,7655724,4637555,1.22046875
2376,7537151,4574350,1.220772797
4605,7459477,4600007,1.220935475
6217,7593197,4617208,1.221584985
3778,7534776,4530836,1.221950946
4106,7586360,4600473,1.222622163
5883,7494088,4538564,1.222908658
2510,7532018,4567085,1.223026043
2306,7538244,4577038,1.223279974
2320,7529092,4576487,1.223915438
5050,7661509,4597895,1.224595477
467,7516944,4561684,1.224631256
3841,7532327,4547972,1.225647413
5603,7632405,4555551,1.227203283
3930,7533842,4531759,1.227240963
3834,7532497,4550159,1.227730093
2927,7638223,4589550,1.228888008
4563,7458490,4601802,1.229038549
2271,7538843,4582040,1.229222134
2442,7528397,4572517,1.22945116
1128,7552554,4643149,1.229956235
4612,7460017,4599201,1.230175356
5071,7547767,4646700,1.231178321
4132,7573024,4605411,1.23191636
2117,7533651,4587290,1.233085698
1627,7652417,4621957,1.234208511
1684,7463558,4592185,1.236642206
4687,7606459,4631053,1.23762926
2193,7538117,4584214,1.237847702
6471,7471083,4604976,1.238122103
1279,7590817,4633115,1.238346772
2348,7533300,4572463,1.239105028
663,7502095,4606280,1.23920301
6215,7607377,4620519,1.239412824
1805,7498960,4543771,1.241071486
5070,7546645,4645147,1.241748916
519,7501863,4641031,1.244243669
2254,7537417,4580345,1.244305416
6264,7619227,4604499,1.244903884
5509,7517857,4547261,1.245082933
1197,7561928,4630962,1.245454545
5528,7525810,4542654,1.245850295
2190,7536827,4583949,1.245901445
1803,7498201,4542419,1.246101854
4507,7500939,4541517,1.246347742
4507,7500188,4542618,1.246347742
6432,7656051,4632945,1.247712551
3401,7538033,4564478,1.247761389
1978,7487907,4572691,1.248960103
340,7572317,4676899,1.249425182
4878,7635876,4638562,1.250942379
4879,7635256,4637275,1.25113321
4587,7459210,4596839,1.251192454
6384,7544316,4530508,1.252414443
2128,7532077,4586089,1.252690478
4424,7587735,4595103,1.253129294
372,7586982,4658353,1.254150212
3934,7532301,4534871,1.254934522
480,7524331,4564282,1.256171171
6446,7616738,4640145,1.257770891
3724,7534647,4543298,1.258003079
3388,7533036,4566546,1.258900226
4119,7577052,4597295,1.260260213
5987,7587017,4633681,1.261306744
3994,7548733,4527631,1.26172589
2720,7625134,4590566,1.262259721
4434,7587135,4585073,1.262924759
3212,7570737,4561111,1.263924376
5855,7534816,4579969,1.264736851
2637,7582483,4585608,1.265452909
6363,7591965,4670266,1.266021486
809,7508284,4645153,1.266503553
5978,7584132,4632486,1.26733785
6318,7510199,4566718,1.267747877
6360,7589243,4663810,1.268410406
3305,7560479,4539277,1.268483751
3305,7557827,4549864,1.268483751
5182,7576560,4635255,1.270112834
6311,7476090,4560747,1.27022083
4628,7476591,4562676,1.270253164
789,7566072,4602006,1.270262156
6495,7646910,4633740,1.270366865
4586,7458791,4596647,1.270672334
6455,7632202,4634163,1.271342911
1181,7564478,4647276,1.271938476
2731,7617582,4584914,1.272244898
5069,7546961,4644746,1.272347602
6282,7581459,4628813,1.272668266
2481,7530500,4570424,1.27353091
3152,7632274,4565697,1.273967803
6248,7564795,4583478,1.275560861
2787,7630638,4582909,1.275898801
2090,7527910,4584103,1.27863265
3739,7534921,4541730,1.279146222
2106,7533712,4587567,1.280931449
3819,7530352,4547225,1.28093862
3819,7528035,4552926,1.28093862
3749,7533962,4537671,1.28117173
6290,7580181,4648657,1.282179911
6364,7596004,4669988,1.282861953
4688,7607635,4629481,1.283280862
3828,7533898,4551105,1.283389678
3756,7534118,4534884,1.283722135
3345,7564418,4544228,1.284127907
2666,7571083,4587407,1.284688156
299,7567568,4665173,1.285426136
5121,7534910,4575272,1.285497859
2135,7531497,4584399,1.286112339
4040,7601481,4571572,1.286425439
1690,7466751,4575721,1.287019838
1037,7539150,4648047,1.287116241
1964,7484350,4577337,1.28727743
5854,7532611,4576627,1.287445747
2457,7529351,4571436,1.287697555
6445,7619984,4636481,1.28872494
4225,7591922,4609137,1.28923764
3804,7533647,4553409,1.289244407
2520,7533265,4569424,1.289882182
2240,7534121,4580001,1.290231942
2504,7532719,4568947,1.290504768
2246,7534282,4578421,1.290514561
3751,7534649,4537369,1.291440904
6400,7544960,4651718,1.291553222
1459,7606249,4638620,1.292532466
6337,7585670,4590741,1.292602199
4697,7608878,4626815,1.293069728
5518,7522563,4544873,1.293389717
4154,7571325,4613842,1.294401138
5498,7521544,4544987,1.295703939
4423,7584156,4594924,1.297134078
2472,7531909,4569844,1.297576244
1006,7546078,4643474,1.297829011
3592,7538029,4551384,1.29786477
2352,7535185,4573391,1.297895069
2257,7535184,4578952,1.298490562
4453,7586872,4570624,1.299026117
461,7516124,4565089,1.299795737
2433,7529690,4572689,1.300413749
748,7562707,4621078,1.300710177
3580,7538796,4553399,1.300853616
2633,7579871,4594466,1.300862144
4139,7580818,4602847,1.301011128
4139,7579193,4609145,1.301011128
3521,7537977,4561219,1.301178668
5520,7523318,4544310,1.301646205
3822,7529936,4551994,1.302331774
6253,7545263,4573034,1.302352593
2512,7531190,4567009,1.302506657
2258,7534915,4579658,1.30282196
2279,7534844,4578582,1.304425536
2232,7533004,4583896,1.304465447
5989,7595394,4633041,1.304709699
3415,7536528,4562154,1.305294492
434,7613724,4668832,1.305670996
763,7555765,4610731,1.305889628
2353,7534564,4573766,1.306114382
5212,7598531,4650628,1.307354841
1461,7604962,4636550,1.307466772
1552,7624209,4640202,1.308032981
3927,7533505,4529858,1.308151851
5809,7509136,4664704,1.308178159
3444,7537896,4562995,1.309280361
5533,7514819,4549405,1.309330678
5500,7515403,4548967,1.31
2653,7582599,4581784,1.310266375
716,7530223,4598587,1.310563746
5530,7526583,4543269,1.311218831
3513,7539093,4559601,1.311254415
5810,7629383,4605194,1.311359472
3952,7533891,4557408,1.312698334
6323,7556612,4612230,1.312805806
6385,7545536,4531860,1.313122907
2438,7531184,4573425,1.313522948
3732,7534427,4547241,1.314183024
3285,7556438,4556488,1.314408955
6271,7502060,4540166,1.316420651
2238,7533347,4584360,1.316537038
1190,7563850,4627358,1.316549883
2137,7532026,4583446,1.316696312
50,7526190,4652490,1.316917969
24,7506400,4663085,1.317876696
5158,7586390,4642186,1.317966101
179,7552948,4666543,1.318286293
6285,7569236,4624892,1.318495736
359,7573321,4662672,1.319025974
320,7574091,4679606,1.32021028
3601,7535411,4556785,1.320545375
993,7544749,4644911,1.321053504
2064,7527749,4589628,1.321073785
5172,7577248,4640711,1.321468105
1830,7510586,4527990,1.322223558
3550,7540322,4553101,1.323102926
5127,7600865,4588671,1.323277715
4466,7622519,4608796,1.324048423
2036,7503685,4591329,1.324875549
4208,7603322,4604968,1.325088241
2049,7519787,4571480,1.325154217
5257,7603400,4649287,1.32558624
2314,7529199,4576709,1.326484553
1196,7554240,4633744,1.326604907
5917,7510964,4657408,1.326993766
5981,7589662,4631313,1.327387207
996,7545057,4645327,1.328811346
366,7580667,4659609,1.330030701
3127,7631484,4556865,1.330129492
3917,7532974,4532150,1.330140063
2297,7535898,4576029,1.330350418
5276,7603851,4626572,1.332206577
1031,7538761,4647736,1.33303345
3093,7623470,4556190,1.333598536
3093,7629523,4557588,1.333598536
3779,7534832,4531572,1.333733065
5035,7658086,4609344,1.333892017
3801,7530706,4553101,1.334103971
3680,7540924,4548070,1.334272952
5974,7586713,4631571,1.334299538
2496,7529506,4568838,1.334496128
876,7531932,4652598,1.335447817
2455,7529431,4572080,1.335533505
3915,7531522,4532232,1.335633196
2325,7531315,4574448,1.335648919
3475,7537853,4560535,1.335695318
3905,7530886,4537796,1.336078145
1002,7542990,4644093,1.337491859
3554,7539466,4555814,1.337759787
1287,7584742,4631857,1.33805209
1287,7592328,4634290,1.33805209
4086,7573436,4621271,1.338057398
3435,7538530,4564259,1.338184483
2051,7510513,4569391,1.339633809
3573,7537823,4555071,1.339646015
10,7494798,4651945,1.339718501
3876,7530974,4544892,1.339893717
3848,7533150,4546900,1.340234891
1717,7464396,4573743,1.340296598
6403,7550177,4645052,1.341711459
4564,7458490,4601116,1.342702307
5990,7594740,4632073,1.343005481
2168,7532259,4578619,1.343704759
3720,7536019,4539503,1.34417091
5451,7483078,4556569,1.344256718
1877,7501794,4552330,1.34436398
6394,7545943,4647137,1.345812616
2095,7531830,4589464,1.346020366
4017,7594956,4583499,1.347075165
2033,7497595,4593822,1.348846609
5888,7505242,4543591,1.348850293
4006,7594383,4591654,1.348885414
729,7548179,4615930,1.349680657
374,7582650,4661090,1.349868527
6270,7501990,4543701,1.351983875
3809,7532854,4552172,1.352260129
2160,7530609,4579704,1.352427208
3419,7535730,4561861,1.352854184
6408,7542057,4654107,1.354027292
900,7536730,4653544,1.354871686
4571,7459670,4601872,1.355961797
2071,7530179,4589063,1.356070711
5125,7598443,4591641,1.35616142
4455,7588566,4569456,1.356726274
6344,7595905,4574930,1.357767071
4511,7508783,4533035,1.358106484
3297,7550665,4552570,1.359077932
795,7563221,4611335,1.359313842
857,7529503,4655410,1.359344475
5901,7555637,4652183,1.359588227
1899,7526396,4552366,1.360298966
5802,7490011,4562817,1.363100254
4525,7545148,4586886,1.363338909
6539,7635578,4570048,1.364691694
426,7612318,4673171,1.364718383
4589,7458193,4595921,1.3659375
1689,7467760,4576978,1.366520756
1681,7463131,4594250,1.367922281
6226,7600899,4589124,1.368223334
3838,7533617,4549059,1.369470076
2338,7533974,4576019,1.369800176
2508,7531363,4567573,1.370526965
5842,7529064,4581678,1.370704025
2638,7581521,4586789,1.371093394
3693,7540234,4540775,1.371124736
1278,7592704,4631941,1.371466924
2703,7625237,4593416,1.371572358
3754,7535408,4536245,1.371752486
3936,7532859,4536008,1.372782905
683,7513421,4605972,1.37296875
5977,7583059,4632323,1.37329898
3895,7532358,4540985,1.374520818
2096,7531840,4588849,1.375190187
2096,7532122,4584147,1.375190187
851,7530389,4657391,1.375967821
3418,7537486,4562315,1.376037021
5494,7520736,4544999,1.376100323
838,7516249,4649900,1.378519381
991,7544063,4645219,1.378595722
3929,7534018,4531398,1.379105342
4267,7619038,4610667,1.380018251
2022,7500490,4585799,1.380103604
6299,7647849,4585818,1.380129511
4827,7640382,4646437,1.380169957
5244,7599377,4638490,1.381332803
5161,7588901,4641081,1.381747786
6273,7508481,4530668,1.382115068
955,7547354,4647992,1.382409895
6230,7595326,4583406,1.384105182
1137,7540516,4643535,1.385691624
1818,7503673,4541159,1.386457107
4489,7624578,4606335,1.387662126
4380,7651360,4605354,1.389723757
3376,7530052,4567371,1.389929457
5860,7533292,4577848,1.390578834
1174,7556738,4648671,1.390996774
5991,7594324,4633298,1.391736981
2523,7519963,4592378,1.391800705
6504,7646110,4649528,1.391818788
5515,7525132,4543813,1.392193878
2150,7529909,4581633,1.394085626
3743,7535543,4540607,1.394422145
5289,7574594,4637276,1.395743506
2511,7531932,4567510,1.396323163
4582,7459482,4597302,1.396363065
3880,7532150,4544540,1.397317297
5124,7596841,4591761,1.397697154
910,7546244,4649901,1.397853579
910,7541303,4654676,1.397853579
3725,7534658,4543976,1.39803006
4199,7596953,4613183,1.39820474
3071,7647254,4570306,1.398347243
3071,7637204,4568653,1.398347243
522,7497331,4640729,1.398499592
2479,7531104,4569838,1.398781368
5843,7529646,4584551,1.400024842
3445,7538483,4563832,1.401424995
4469,7622477,4610809,1.402122462
5951,7589476,4569841,1.403026762
5857,7531074,4580995,1.403819559
3882,7532710,4543422,1.404261031
1971,7488544,4578440,1.406944186
3495,7537392,4557164,1.407592947
360,7570496,4661869,1.409391453
1203,7555387,4637790,1.409959953
2092,7530215,4588301,1.410342482
2709,7632457,4586687,1.410350512
4626,7472395,4567505,1.412476403
3798,7532385,4552283,1.413109435
3798,7532781,4553732,1.413109435
2529,7543113,4594592,1.413184854
648,7495809,4607203,1.413421727
5186,7579201,4634314,1.41374483
1956,7485145,4576628,1.414362835
4081,7599427,4594537,1.414380438
6451,7624023,4639036,1.415290284
1651,7652988,4642241,1.416015643
3806,7532562,4552940,1.41639628
4686,7605598,4631076,1.417244009
3939,7533224,4536435,1.417298679
4491,7628363,4606577,1.417675881
950,7547019,4648880,1.418092448
168,7552729,4661387,1.420020092
4613,7460317,4599320,1.420397695
3586,7538725,4550269,1.421194309
5454,7484515,4555124,1.421359361
4983,7661227,4633608,1.421545051
1963,7484565,4577743,1.421579599
6002,7585518,4599983,1.422306952
3690,7539288,4543879,1.422855979
4683,7607665,4633689,1.427046172
3250,7587100,4566823,1.428015411
103,7553805,4674758,1.428619333
533,7489767,4630986,1.433125
1823,7507870,4533250,1.433642173
5123,7596654,4593721,1.434995324
501,7503404,4648652,1.435368749
2718,7620614,4589585,1.435533907
2535,7547875,4587978,1.436137114
4126,7572770,4598907,1.437011785
6255,7533538,4576502,1.437797369
5176,7572967,4641318,1.438387462
514,7497835,4647519,1.439008319
3517,7539410,4558904,1.439427076
2268,7539381,4580560,1.439867489
1188,7567128,4632117,1.440144353
3502,7538479,4556053,1.44044555
1049,7540098,4646572,1.440563572
4030,7593639,4571289,1.440988165
3611,7534067,4555883,1.441523334
3996,7484088,4548530,1.442866939
916,7544753,4655324,1.443327307
1993,7489450,4572099,1.444588091
3383,7532645,4566819,1.445628674
3529,7543286,4560071,1.446243966
349,7572932,4669830,1.449018988
4014,7598654,4587644,1.449035073
1266,7589608,4634973,1.44922992
4024,7592560,4577353,1.449244502
3590,7537237,4554565,1.449652207
2321,7528793,4574142,1.45
361,7572869,4660036,1.450052853
4595,7460589,4596952,1.450215292
4111,7583135,4598559,1.451222063
2429,7531955,4572057,1.452485944
5986,7587818,4632924,1.452635206
3064,7644485,4568104,1.452666387
2725,7618888,4588583,1.453341837
3384,7533474,4566788,1.45385647
2294,7535878,4576872,1.453885343
3370,7559736,4547952,1.455275223
3755,7534596,4535714,1.455632899
1568,7616669,4641425,1.456242743
5184,7570216,4631232,1.456712914
1206,7561620,4639859,1.458148997
4074,7603207,4590869,1.45846311
2711,7629274,4586608,1.459273733
5825,7657705,4639800,1.460581975
5804,7509993,4666093,1.460710852
4019,7598817,4583224,1.46173157
2172,7533898,4580662,1.462293656
990,7544126,4645652,1.462892754
2053,7528099,4591234,1.464494184
4565,7458175,4600725,1.467115073
5822,7654788,4639243,1.46736328
6293,7637078,4591134,1.47
3291,7551160,4554449,1.470521741
4454,7589282,4571487,1.470820889
3083,7625118,4561697,1.471978109
5852,7534622,4576478,1.472018707
107,7550728,4656362,1.474463932
3104,7631714,4556314,1.47582996
2450,7528282,4570217,1.476785376
4121,7575299,4600681,1.47735301
5249,7602740,4640732,1.477478254
2293,7534995,4576847,1.47751089
5272,7603066,4627590,1.477656994
2250,7536045,4580936,1.477692375
6401,7535368,4644745,1.478225937
1808,7499781,4544597,1.478266368
1693,7469789,4576250,1.479288021
5489,7516157,4548688,1.479340278
4444,7586872,4578675,1.480913121
83,7539274,4662254,1.482025547
1064,7550504,4648281,1.482849853
652,7498052,4605690,1.48454585
350,7575970,4670382,1.485925005
6000,7585076,4599204,1.486856533
3348,7562824,4547945,1.489330066
786,7557770,4601260,1.490921325
358,7585790,4668875,1.490926552
2165,7531830,4578422,1.491241969
2405,7535645,4570200,1.491423063
3785,7537276,4533740,1.491772629
5864,7537807,4563747,1.491935504
4534,7630979,4559761,1.492945749
6435,7549340,4667174,1.493980052
3581,7538074,4553382,1.494119837
640,7504655,4607815,1.494607463
