"ProfID","X","Y","soiltype","Land.Cover"
"P3831",531071,4550264,"Complex of Solonchak and Solonetz",12
"P3833",532035,4549690,"Complex of Solonchak and Solonetz",12
"P3834",532497,4550159,"Mollic Fluvisol",12
"P3835",532244,4549182,"Fluvisol",12
"P3836",532660,4549231,"Gleysol",12
"P3837",533361,4550049,"Mollic Vertic Gleysol",12
"P3838",533617,4549059,"Mollic Vertic Gleysol",12
"P3839",533115,4548685,"Mollic Vertic Gleysol",12
"P3840",532877,4548190,"Mollic Vertic Gleysol",12
"P3841",532327,4547972,"Albic Luvisol",12
"P3842",531628,4548265,"Fluvisol",12
"P3843",531533,4548766,"Fluvisol",12
"P3844",531016,4548898,"Fluvisol",12
"P3845",530823,4549633,"Fluvisol",12
"P3846",532170,4547456,"Fluvisol",12
"P3847",532920,4547593,"Fluvisol",12
"P3848",533150,4546900,"Fluvisol",20
"P3849",533153,4546486,"Fluvisol",15
"P3850",532171,4545770,"Planosol",16
"P3851",531558,4546498,"Mollic Fluvisol",12
"P3852",531543,4547090,"Mollic Fluvisol",12
"P3853",531461,4547897,"Mollic Fluvisol",12
"P3854",530416,4546614,"Fluvisol",12
"P3855",530965,4547354,"Fluvisol",12
"P3857",530404,4547817,"Fluvisol",12
"P3858",530560,4548345,"Fluvisol",12
"P3859",529577,4548331,"Fluvisol",19
"P3860",528935,4549416,"Fluvisol",13
"P3861",530074,4549236,"Fluvisol",12
"P3862",529130,4550611,"Fluvisol",12
"P3863",528501,4550528,"Fluvisol",12
"P3864",530137,4550440,"Mollic Fluvisol",12
"P3865",529469,4549755,"Fluvisol",12
"P3866",529684,4551339,"Mollic Fluvisol",12
"P3867",528382,4551575,"Mollic Fluvisol",12
"P3868",528034,4551102,"Fluvisol",12
"P3869",527487,4551760,"Fluvisol",12
"P3870",528208,4551960,"Fluvisol",12
"P3871",527005,4552151,"Fluvisol",12
"P3872",527711,4552604,"Fluvisol",12
"P3873",528928,4552149,"Fluvisol",12
"P3874",530592,4545678,"Fluvisol",12
"P3875",530487,4544939,"Fluvisol",12
"P3876",530974,4544892,"Fluvisol",7
"P3877",531707,4544977,"Fluvisol",6
"P3878",530651,4544211,"Fluvisol",14
"P3879",531317,4544021,"Fluvisol",12
"P3880",532150,4544540,"Fluvisol",12
"P3881",532335,4543974,"Fluvisol",12
"P3882",532710,4543422,"Fluvisol",12
"P3883",533262,4543883,"Fluvisol",12
"P3884",533528,4545106,"Fluvisol",12
"P3885",533552,4544546,"Fluvisol",12
"P3886",533144,4543105,"Fluvisol",12
"P3887",533904,4542973,"Fluvisol",12
"P3888",533687,4544138,"Fluvisol",12
"P3889",533179,4542129,"Fluvisol",12
"P3890",533898,4541859,"Fluvisol",12
"P3891",531707,4543223,"Fluvisol",12
"P3892",531499,4542683,"Fluvisol",12
"P3893",532003,4542601,"Fluvisol",12
"P3894",532126,4541466,"Fluvisol",20
"P3895",532358,4540985,"Fluvisol",13
"P3896",533379,4540498,"Fluvisol",13
"P3897",530408,4541337,"Populated Site",19
"P3898",531126,4540116,"Fluvisol",17
"P3899",532373,4539917,"Fluvisol",13
"P3900",531689,4539486,"Fluvisol",20
"P3901",531144,4538978,"Fluvisol",20
"P3902",531707,4538620,"Fluvisol",21
"P3903",532496,4537623,"Fluvisol",19
"P3904",532182,4537298,"Fluvisol",20
"P3905",530886,4537796,"Fluvisol",21
"P3906",531771,4536617,"Fluvisol",16
"P3907",531930,4535511,"Fluvisol",12
"P3908",531446,4534887,"Fluvisol",20
"P3909",532165,4534526,"Fluvisol",12
"P3911",531980,4534127,"Fluvisol",13
"P3912",532792,4533071,"Fluvisol",13
"P3913",533303,4532942,"Fluvisol",13
"P3914",532563,4532610,"Fluvisol",13
"P3915",531522,4532232,"Fluvisol",14
"P3917",532974,4532150,"Mollic Fluvisol",13
"P3918",533446,4531959,"Mollic Fluvisol",13
"P3919",532675,4530748,"Fluvisol",20
"P3920",532604,4530299,"Fluvisol",20
"P3921",532244,4530630,"Fluvisol",20
"P3922",531657,4530056,"Fluvisol",20
"P3925",531957,4527862,"Fluvisol",13
"P3926",532795,4529380,"Fluvisol",13
"P3927",533505,4529858,"Fluvisol",13
"P3928",533637,4531363,"Fluvisol",20
"P3929",534018,4531398,"Fluvisol",13
"P3930",533842,4531759,"Fluvisol",13
"P3931",534517,4532081,"Fluvisol",13
"P3932",533026,4534157,"Fluvisol",13
"P3933",532922,4534636,"Fluvisol",20
"P3934",532301,4534871,"Fluvisol",12
"P3935",532473,4535377,"Fluvisol",14
"P3936",532859,4536008,"Fluvisol",16
"P3937",533386,4535309,"Fluvisol",20
"P3939",533224,4536435,"Fluvisol",17
"P3940",533672,4537030,"Fluvisol",13
"P3941",533850,4536983,"Fluvisol",13
"P3942",533521,4536201,"Fluvisol",20
"P3943",533672,4538317,"Fluvisol",13
"P3944",532948,4539648,"Fluvisol",13
"P3945",533667,4539726,"Fluvisol",13
"P3946",533924,4539212,"Fluvisol",12
"P3948",538206,4537403,"Mollic Fluvisol",13
"P3949",534455,4558281,"Fluvisol",13
"P3950",539780,4539763,"Gleysol",13
"P3951",541404,4549280,"Chromic Luvisol on saprolite",12
"P3952",533891,4557408,"Fluvisol",13
"P3953",533902,4552687,"Fluvisol",9
"P3969",548390,4557454,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",21
"P3970",545649,4555480,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",26
"P3971",546732,4554356,"Complex of Solonchak and Solonetz",26
"P3972",548528,4555384,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",22
"P3973",546321,4553219,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",28
"P3974",544649,4552205,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",18
"P3975",544759,4551081,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",18
"P3976",546321,4550615,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",24
"P3977",544923,4549450,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",23
"P3978",546650,4548847,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",24
"P3979",547664,4547435,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",19
"P3980",546773,4545229,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",18
"P3981",546499,4543365,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",22
"P3982",545540,4541021,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",19
"P3983",546581,4541103,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",27
"P3984",548267,4539335,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",27
"P3985",546650,4538965,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",18
"P3986",547335,4537293,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",18
"P3987",547390,4535566,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",18
"P3988",548281,4536485,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",18
"P3989",548390,4534840,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",18
"P3990",548528,4532387,"Fluvisol",12
"P3991",545718,4531208,"Chromic Luvisol on saprolite",14
"P3992",546622,4531030,"Chromic Luvisol on saprolite",12
"P3993",548843,4528864,"Complex of Chromic Luvisol on saprolite and Regosol",12
"P3994",548733,4527631,"Complex of Chromic Luvisol on saprolite and Regosol",12
"P3996",484088,4548530,NA,22
"P3997",484603,4544772,NA,23
"P3998",545396,4566242,"Leptosol",26
"P3999",547285,4565579,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",29
"P4000",547416,4562835,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",18
"P4001",585459,4593212,"Vertisol",12
"P4002",591459,4594728,"Populated Site",2
"P4003",593735,4594594,"Aric Anthrosol",20
"P4004",592813,4593225,"Aric Anthrosol",20
"P4005",591518,4592443,"Aric Anthrosol",15
"P4006",594383,4591655,"Aric Anthrosol",12
"P4007",592709,4590471,"Aric Anthrosol",15
"P4008",591488,4588388,"Complex of Humic Calcaric Regosol and Regosol",15
"P4010",595261,4589832,"Aric Anthrosol",20
"P4011",593095,4586937,"Regosol",19
"P4012",597151,4587503,"Complex of Regosol and Vertisol",14
"P4013",598654,4589266,"Complex of Humic Calcaric Regosol, Regosol and Vertisol",18
"P4014",598654,4587644,"Complex of Humic Calcaric Regosol, Regosol and Vertisol",18
"P4015",593497,4584273,"Complex of Vertisol and Humic Calcaric Regosol",20
"P4016",592470,4583500,"Regosol",21
"P4017",594956,4583500,"Complex of Vertisol and Humic Calcaric Regosol",20
"P4018",597203,4582659,"Complex of Regosol and Vertisol",21
"P4019",598817,4583224,"Vertisol",20
"P4020",595357,4581215,"Complex of Regosol and Vertisol",23
"P4021",597545,4580419,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Regosol",26
"P4022",598378,4581215,"Complex of Humic Calcaric Regosol and Regosol",19
"P4023",595484,4579519,"Complex of Humic Calcaric Regosol and Regosol",21
"P4024",592560,4577353,"Complex of Regosol and Vertisol",20
"P4025",594859,4576914,"Regosol",18
"P4026",596168,4577487,"Complex of Humic Calcaric Regosol and Regosol",28
"P4027",592857,4575233,"Complex of Regosol and Vertisol",27
"P4028",594539,4574846,"Aric Anthrosol",20
"P4029",592694,4572472,"Complex of Regosol and Leptosol",21
"P4030",593639,4571289,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",28
"P4031",595008,4572524,"Vertisol",20
"P4032",596823,4573395,"Vertisol",21
"P4033",598639,4572517,"Vertisol",28
"P4034",597099,4571148,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",25
"P4035",592842,4569771,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",24
"P4037",598215,4569600,"Cambisol",24
"P4038",599755,4570411,"Vertisol",23
"P4039",601131,4568759,"Cambisol",23
"P4040",601481,4571572,"Cambisol",28
"P4041",602969,4569786,"Complex of Cambisol and Regosol",23
"P4043",601340,4574214,"Vertisol",23
"P4044",605566,4573574,"Cambisol",25
"P4045",605291,4574452,"Cambisol",24
"P4046",607307,4575233,"Cambisol",23
"P4047",606831,4576587,"Cambisol",23
"P4048",608773,4576394,"Cambisol",23
"P4049",605149,4577450,"Cambisol",20
"P4050",600923,4577540,"Complex of Cambisol and Regosol",23
"P4051",601074,4579370,"Vertisol",23
"P4052",604795,4579172,"Cambisol",23
"P4053",604676,4580422,"Cambisol",22
"P4054",606670,4580481,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",29
"P4055",608823,4578953,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",25
"P4056",610529,4578537,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",28
"P4057",602703,4581124,"Complex of Humic Calcaric Regosol and Regosol",22
"P4058",601394,4583393,"Complex of Regosol and Leptosol",20
"P4059",603685,4582635,"Fluvisol",20
"P4060",604683,4584740,"Vertisol",22
"P4061",603485,4584644,"Fluvisol",20
"P4062",602220,4585231,"Complex of Humic Calcaric Regosol, Regosol and Vertisol",16
"P4063",608410,4583483,"Complex of Humic Calcaric Regosol and Regosol",26
"P4064",600583,4585544,"Complex of Humic Calcaric Regosol, Regosol and Vertisol",18
"P4065",611032,4580846,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",25
"P4066",610476,4583376,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",29
"P4067",609144,4584641,"Fluvisol",20
"P4068",610238,4585564,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",29
"P4069",610231,4586710,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",23
"P4070",609702,4587550,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",28
"P4071",606637,4587580,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",28
"P4072",604926,4589172,NA,29
"P4073",603847,4589745,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Vertisol",24
"P4074",603207,4590869,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Vertisol",29
"P4075",601547,4591658,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Vertisol",18
"P4076",602470,4592409,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Vertisol",22
"P4077",603571,4592580,"Complex of Humic Calcaric Regosol and Regosol",28
"P4078",599695,4592811,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Vertisol",20
"P4079",600565,4592603,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Vertisol",21
"P4080",604472,4593317,"Complex of Humic Calcaric Regosol and Regosol",23
"P4081",599427,4594537,"Chromic Luvisol on saprolite",25
"P4082",597247,4595393,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Regosol",20
"P4083",605275,4594366,"Complex of Cambisol and Regosol",23
"P4085",570233,4620869,NA,12
"P4086",573436,4621271,"Chromic Luvisol on saprolite",29
"P4088",576505,4620807,"Complex of Humic Calcaric Regosol and Regosol",29
"P4092",578253,4622734,"Regosol",26
"P4093",580359,4622645,"Complex of Humic Calcaric Regosol and Regosol",18
"P4098",585203,4620842,"Fluvisol",19
"P4099",587069,4621229,"Regosol",22
"P4102",587718,4618038,"Complex of Humic Calcaric Regosol and Regosol",26
"P4103",589759,4616699,"Complex of Humic Calcaric Regosol and Regosol",26
"P4104",586614,4603464,"Regosol",26
"P4105",589672,4599229,"Aric Anthrosol",12
"P4106",586360,4600473,"Complex of Humic Calcaric Regosol and Regosol",24
"P4107",584955,4601343,"Complex of Chernozem and Humic Calcaric Regosol",12
"P4108",584674,4599757,"Aric Anthrosol",13
"P4109",582954,4600594,"Complex of Humic Calcaric Regosol and Regosol",19
"P4110",582874,4603270,"Regosol",26
"P4111",583135,4598560,"Complex of Chernozem and Humic Calcaric Regosol",15
"P4112",583616,4596860,"Complex of Humic Calcaric Regosol and Regosol",15
"P4113",585570,4597074,"Complex of Humic Calcaric Regosol and Regosol",13
"P4114",587705,4596699,"Complex of Humic Calcaric Regosol and Regosol",15
"P4115",589190,4597395,"Aric Anthrosol",12
"P4116",581455,4596693,"Complex of Humic Calcaric Regosol and Regosol",14
"P4117",578846,4597014,NA,21
"P4118",580706,4598787,"Fluvisol",15
"P4119",577052,4597295,NA,16
"P4120",579267,4600828,"Aric Anthrosol",12
"P4121",575299,4600681,NA,12
"P4122",575707,4598680,NA,20
"P4123",577681,4599021,NA,18
"P4124",575272,4596579,NA,19
"P4125",573272,4596780,"Leptosol",18
"P4126",572770,4598907,"Complex of Humic Calcaric Regosol, Regosol and Leptosol",29
"P4127",571893,4600828,"Complex of Humic Calcaric Regosol, Regosol and Leptosol",18
"P4128",572844,4602782,"Complex of Humic Calcaric Regosol, Regosol and Leptosol",18
"P4129",576885,4602481,NA,15
"P4130",575172,4604782,"Complex of Humic Calcaric Regosol and Regosol",12
"P4132",573024,4605411,"Complex of Humic Calcaric Regosol and Regosol",19
"P4133",571652,4606335,"Complex of Humic Calcaric Regosol and Regosol",18
"P4134",574316,4606442,"Complex of Humic Calcaric Regosol and Regosol",20
"P4135",574322,4608476,"Complex of Humic Calcaric Regosol and Regosol",12
"P4137",578598,4606315,NA,12
"P4138",581763,4606950,"Regosol",27
"P4139",579193,4609145,"Fluvisol",26
"P4144",577019,4612464,"Complex of Chernozem and Humic Calcaric Regosol",12
"P4146",577293,4614465,"Complex of Chernozem and Humic Calcaric Regosol",18
"P4148",580860,4615368,"Complex of Regosol and Leptosol",29
"P4151",575547,4616338,"Regosol",29
"P4154",571325,4613842,"Regosol",15
"P4156",571044,4616773,"Complex of Chromic Luvisol on saprolite and Regosol",24
"P4158",571165,4610041,"Complex of Humic Calcaric Regosol and Regosol",22
"P4159",579443,4602924,NA,17
"P4171",587772,4623079,"Complex of Regosol and Leptosol",26
"P4173",592749,4622934,"Complex of Humic Calcaric Regosol and Regosol",13
"P4176",600944,4622944,"Populated Site",20
"P4177",602403,4622712,"Regosol",19
"P4178",591850,4620847,"Fluvisol",20
"P4179",592933,4620943,"Fluvisol",21
"P4180",591744,4618663,"Regosol",21
"P4182",595329,4621243,"Regosol",12
"P4183",596180,4620885,"Chromic Luvisol on saprolite",12
"P4184",598219,4620799,"Fluvisol",21
"P4185",600567,4620673,"Regosol",20
"P4186",602326,4619958,"Regosol",19
"P4187",603592,4621127,"Regosol",26
"P4188",602075,4618866,"Regosol",20
"P4189",598934,4619107,"Complex of Chromic Luvisol on saprolite and Regosol",29
"P4190",599011,4617416,"Aric Anthrosol",15
"P4191",600103,4616150,"Vertisol",20
"P4192",601205,4616836,"Regosol",22
"P4193",602829,4615116,"Complex of Mollic and Umbric Leptosol",21
"P4194",594778,4617329,NA,14
"P4195",593377,4616769,"Regosol",18
"P4196",593445,4614855,"Regosol",20
"P4197",594372,4615444,NA,20
"P4198",597320,4614942,"Vertisol",12
"P4199",596953,4613183,NA,23
"P4200",599243,4612642,"Vertisol",20
"P4201",597726,4609366,NA,25
"P4203",602896,4609598,"Complex of Chromic Luvisol on saprolite and Regosol",19
"P4204",603641,4607616,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Regosol",21
"P4205",597339,4611366,NA,29
"P4206",598982,4610757,"Complex of Cambisol and Regosol",20
"P4207",594604,4608428,"Complex of Humic Calcaric Regosol and Regosol",29
"P4208",603322,4604968,"Complex of Chromic Luvisol on saprolite and Regosol",29
"P4212",599011,4602166,NA,28
"P4213",603080,4599431,"Complex of Regosol and Leptosol",23
"P4217",600925,4599759,"Complex of Humic Calcaric Regosol and Regosol",29
"P4220",597252,4601586,"Regosol",27
"P4222",593103,4601591,"Regosol",26
"P4223",593721,4604838,"Regosol",26
"P4224",591269,4611500,"Complex of Humic Calcaric Regosol and Regosol",26
"P4225",591922,4609137,"Complex of Humic Calcaric Regosol and Regosol",29
"P4226",593574,4611326,"Complex of Humic Calcaric Regosol and Regosol",26
"P4227",594843,4611290,"Complex of Humic Calcaric Regosol and Regosol",29
"P4228",595270,4612754,"Complex of Humic Calcaric Regosol and Regosol",23
"P4229",592618,4613196,"Complex of Humic Calcaric Regosol and Regosol",23
"P4230",591211,4614675,"Complex of Humic Calcaric Regosol and Regosol",23
"P4232",601055,4610983,"Complex of Chromic Luvisol on saprolite and Regosol",20
"P4233",602604,4613867,"Complex of Chromic Luvisol on saprolite and Regosol",26
"P4234",603662,4611743,"Complex of Chromic Luvisol on saprolite and Regosol",12
"P4247",615185,4621164,"Complex of Cambisol and Regosol",23
"P4253",621338,4622846,"Complex of Mollic and Umbric Leptosol",23
"P4254",620940,4619882,"Cambisol",23
"P4256",624498,4621752,"Complex of Mollic and Umbric Leptosol",23
"P4263",624779,4614175,"Regosol",29
"P4267",619038,4610667,"Chromic Luvisol on saprolite",20
"P4273",615163,4611546,"Chromic Luvisol on saprolite",18
"P4296",618992,4600686,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Regosol",20
"P4300",619037,4598687,"Complex of Chromic Luvisol on saprolite and Regosol",23
"P4302",618857,4597207,"Complex of Humic Calcaric Regosol and Regosol",18
"P4303",616478,4596530,"Regosol",20
"P4308",615043,4600973,"Regosol",28
"P4316",613963,4605757,"Complex of Regosol and Leptosol",24
"P4327",612629,4610693,"Fluvisol",20
"P4361",642403,4617993,"Complex of Mollic and Umbric Leptosol",23
"P4362",641099,4617084,"Complex of Mollic and Umbric Leptosol",23
"P4380",651360,4605354,"Cambisol",26
"P4384",648388,4608412,"Cambisol",22
"P4387",648813,4611780,"Cambisol",29
"P4390",626571,4623135,"Cambisol",23
"P4397",628282,4617083,"Complex of Mollic and Umbric Leptosol",23
"P4399",629666,4617496,"Cambisol",23
"P4401",629608,4615315,"Complex of Cambisol and Regosol",24
"P4408",630758,4609245,"Complex of Cambisol and Regosol",23
"P4409",631599,4606965,"Complex of Chromic Luvisol on saprolite and Regosol",18
"P4414",627347,4598711,NA,23
"P4417",629222,4598702,"Regosol",21
"P4422",630459,4597291,"Complex of Chromic Luvisol on saprolite and Regosol",27
"P4423",584156,4594924,"Complex of Humic Calcaric Regosol and Regosol",15
"P4424",587735,4595103,"Complex of Humic Calcaric Regosol and Regosol",19
"P4425",587703,4592998,"Complex of Humic Calcaric Regosol and Regosol",14
"P4426",589418,4592872,"Aric Anthrosol",15
"P4427",589050,4591093,"Aric Anthrosol",15
"P4429",586840,4588873,"Complex of Humic Calcaric Regosol and Regosol",15
"P4430",588387,4588631,"Aric Anthrosol",15
"P4431",584335,4586620,"Complex of Humic Calcaric Regosol and Regosol",15
"P4432",586177,4587315,"Complex of Humic Calcaric Regosol and Regosol",21
"P4433",584861,4584684,"Complex of Mollic and Umbric Leptosol and Regosol",18
"P4434",587135,4585073,"Complex of Humic Calcaric Regosol and Regosol",25
"P4435",589166,4583653,"Regosol",26
"P4436",587187,4582632,"Complex of Mollic and Umbric Leptosol and Regosol",20
"P4437",585146,4582621,"Complex of Humic Calcaric Regosol and Regosol",27
"P4438",583809,4581811,NA,20
"P4439",587314,4581527,"Complex of Mollic and Umbric Leptosol and Regosol",18
"P4440",588629,4581622,"Complex of Regosol and Vertisol",20
"P4441",584272,4580232,"Aric Anthrosol",21
"P4442",585588,4580274,NA,26
"P4443",585388,4579190,NA,23
"P4444",586872,4578675,"Complex of Regosol and Vertisol",18
"P4445",589208,4578801,"Complex of Regosol and Vertisol",23
"P4446",588850,4577422,"Complex of Regosol and Vertisol",27
"P4447",587072,4576728,"Complex of Mollic and Umbric Leptosol and Regosol",18
"P4448",589639,4575644,"Complex of Regosol and Vertisol",26
"P4449",589629,4573581,"Albic Luvisol",26
