"id","Y","X","SOC","BLD","CRFVOL","OCSKGM","meaERROR","OCSKGMlog","B04CHE3","B07CHE3","B13CHE3","B14CHE3","DEMENV5","LCEE10","PRSCHE3","SLPMRG5","TMDMOD3","TMNMOD3","TWIMRG5","VBFMRG5","VDPMRG5","soilmap"
"P1084",41.935619332378,21.6626242015976,5.1,1.22423927090288,1,1.85435522363659,3.64,0.617537047300503,765.495056152344,44.5719985961914,59.8481292724609,35.5819320678711,270,"1",568.85546875,6,294,281,97,30,5667,"18"
"P1090",41.9830193830005,21.6349372449167,3.64,1.31475588126557,0,1.435713422342,3.95,0.361661884095763,765.081726074219,44.6108016967773,55.5858993530273,28.5105495452881,259,"4",506.129364013672,3,296,281,106,166,6240,"18"
"P1091",41.9138192770307,21.610925046051,3.34,1.33510914572652,0,1.33777936401798,4.01,0.291011048271475,765.745300292969,44.5510864257812,55.7022132873535,36.0539436340332,222,"1",531.168640136719,0,293,280,102,326,7012,"9"
"P1093",41.9109322204708,21.6237231564432,6.07,1.17123208802033,0,2.13281363228502,3.52,0.757442062153417,765.799194335938,44.5530014038086,55.8586349487305,36.1616172790527,221,"1",534.272521972656,0,293,280,102,306,6878,"7"
"P1094",41.9063521318668,21.6330560479191,8.64,1.05399160913101,0,2.73194625086759,3.18,1.00501426760124,765.585815429688,44.5387420654297,59.846118927002,39.7309913635254,245,"2",587.673583984375,10,292,281,95,26,6672,"7"
"P1096",41.897162252038,21.6470174191479,11.46,0.95658565306905,0,3.28874147525139,2.89,1.19050496127517,765.531311035156,44.5290489196777,61.9002723693848,40.9381790161133,305,"2",605.554504394531,15,292,281,92,2,5898,"18"
"P1100",41.9239830613553,21.6246339318825,2.45,1.39934362282239,0,1.02851756277446,4.2,0.0281185060705322,765.783508300781,44.5697174072266,53.5693550109863,31.5662078857422,221,"1",494.417266845703,0,294,280,111,397,6904,"20"
"P1107",41.9373983943762,21.606266081304,7.87,1.08590998683347,1,2.53819514412469,3.24,0.931453255274412,765.591430664062,44.5718536376953,54.9567909240723,31.852352142334,221,"1",503.375091552734,0,293,280,124,399,7174,"10"
"P1108",41.9405465373572,21.605174344409,3.96,1.29373073917339,0,1.53695211813799,3.88,0.429801311265726,765.519836425781,44.5783348083496,55.2892684936523,31.4211463928223,221,"1",503.681060791016,0,293,280,108,476,7184,"20"
"P1109",41.9470193736291,21.6036555710389,0.69,1.54517823914716,0,0.319851895503461,4.64,-1.13989721687732,765.519836425781,44.5783348083496,55.2892684936523,31.4211463928223,221,"1",503.681060791016,0,293,280,108,476,7184,"20"
"P1111",41.9438754070007,21.6107656581902,2.69,1.38143561246231,0,1.11481853925709,4.15,0.108691646606758,765.570373535156,44.5802917480469,54.737678527832,31.1347332000732,223,"4",500.258270263672,0,294,280,108,475,7014,"20"
"P1112",41.9508439887659,21.5954293945545,6.07,1.17123208802033,0,2.13281363228502,3.52,0.757442062153417,765.357971191406,44.5812759399414,56.2669792175293,31.417163848877,222,"1",506.335296630859,0,293,280,115,487,7374,"20"
"P1113",41.9538554380058,21.5980990588509,5.57,1.19789098842123,0,2.00167584165188,3.6,0.693984750526212,765.357971191406,44.5812759399414,56.2669792175293,31.417163848877,222,"1",506.335296630859,0,293,280,115,487,7374,"20"
"P1125",41.9430523550407,21.6165105295007,3.28,1.33925614117319,5,1.2519366407687,3.82,0.224691664982581,765.570373535156,44.5802917480469,54.737678527832,31.1347332000732,223,"4",500.258270263672,0,294,280,108,475,7014,"20"
"P1126",41.9404331652648,21.6246617945636,2.25,1.41461034617694,36,0.611111669548438,2.72,-0.492475571291677,765.621520996094,44.5823211669922,54.1981468200684,30.9372444152832,225,"4",499.679046630859,1,294,280,109,443,6879,"9"
"P1127",41.9329899567426,21.6339584797951,3,1.35895276559272,4,1.17413518947211,3.92,0.160531867648645,765.74658203125,44.5777359008789,53.8005104064941,31.2606658935547,226,"1",500.384796142578,4,294,280,108,348,6710,"9"
"P1128",41.9306701409519,21.6284612287238,2.18,1.42002875470423,0,0.928698805576565,4.26,-0.073970806325083,765.83837890625,44.5716972351074,53.3473777770996,31.3554515838623,223,"1",493.865234375,0,294,281,108,377,6718,"15"
"P1129",41.9041063956164,21.659321198302,3.16,1.34762774664508,0,1.27755110381953,4.04,0.244945045285475,766.097778320312,44.5536880493164,55.2384414672852,34.3520393371582,219,"2",514.043884277344,2,293,281,99,286,6470,"20"
"P1137",41.9348482799294,21.4833397325155,2.82,1.37191947439791,11,1.03297304905316,3.66,0.0324410998195717,764.269409179688,44.5186653137207,65.047721862793,38.1829299926758,348,"1",583.739074707031,9,295,281,93,52,6911,"12"
"P1139",41.911951287968,21.4141675611265,1.61,1.4656414791161,10,0.637114350971767,3.96,-0.450806124651504,764.202697753906,44.481071472168,59.7896919250488,32.2766494750977,358,"1",523.061279296875,8,293,280,94,95,7136,"12"
"P1140",41.9235127965577,21.406514052088,5.34,1.21062481559043,1,1.9200267450301,3.6,0.652339115645852,763.808288574219,44.4827041625977,68.7284927368164,31.4761180877686,460,"1",565.636596679688,12,294,281,90,11,5802,"12"
"P1142",41.9245338750129,21.3818523641635,2.81,1.37264695048799,25,0.867856034446033,3.09,-0.141729437011043,763.709777832031,44.4736518859863,68.3877258300781,31.1665897369385,547,"2",552.811584472656,11,294,280,90,5,5129,"12"
"P1143",41.913028472988,21.4946389989963,2.21,1.41770177468221,18,0.770747746823728,3.49,-0.260394135575677,764.232849121094,44.4973602294922,66.3939895629883,44.3378562927246,447,"1",651.042053222656,12,292,281,90,0,6107,"12"
"P1144",41.9238804079909,21.502451112971,4.37,1.26778963308924,14,1.42938209972279,3.27,0.357242252794582,764.3828125,44.5181198120117,63.6604652404785,41.2389488220215,332,"1",615.258239746094,4,293,281,95,29,7129,"12"
"P1145",41.9117118597848,21.5390973052357,3.91,1.29697021662386,10,1.36921145768981,3.5,0.314234995802634,764.480041503906,44.5097160339355,68.1812362670898,43.1195907592773,429,"1",647.078979492188,16,292,281,90,0,6162,"12"
"P1146",41.9030127489838,21.5488591267169,7.11,1.12000784750557,16,2.00674046053268,2.83,0.696511744328295,764.568908691406,44.5050811767578,69.4776992797852,43.2885322570801,402,"2",647.129699707031,14,292,281,82,5,6807,"12"
"P1147",41.9049297966713,21.5747896188078,6.99,1.12564100702789,11,2.10081758064636,3.01,0.742326593079724,764.798767089844,44.5135154724121,71.3808288574219,42.7282333374023,319,"2",639.325805664062,7,293,281,87,41,6535,"12"
"P1148",41.9430320054924,21.3435628222166,2.19,1.419252292216,12,0.8205549052676,3.75,-0.19777445385036,764.487548828125,44.5015602111816,80.8688430786133,36.5054702758789,580,"1",626.950256347656,8,293,280,78,61,3868,"12"
"P1149",41.9372332575111,21.3752593889739,2,1.43414330232577,0,0.860485981395463,4.3,-0.15025795469455,763.590637207031,44.4753112792969,70.5769653320312,31.4900016784668,537,"1",558.769836425781,7,294,280,86,80,5059,"12"
"P1150",41.953431915036,21.3886469637241,5,1.23001247344783,25,1.38376403262881,2.77,0.324807346003788,765.682739257812,44.5520896911621,86.6417465209961,37.5874557495117,699,"1",693.784912109375,18,293,280,71,0,2845,"12"
"P1151",41.9138988293594,21.339247641172,6.18,1.16554987895901,4,2.0744922965664,3.36,0.729716447390976,764.75732421875,44.4790687561035,70.0013732910156,34.9177780151367,602,"2",583.929443359375,7,293,280,86,52,4847,"6"
"P1155",41.8863892209893,21.3691537948877,6.91,1.12943548105153,8,2.15401417204224,3.13,0.767333158119349,766.896179199219,44.524169921875,74.0056228637695,43.976806640625,673,"2",681.296264648438,7,291,280,79,19,4860,"6"
"P1156",41.9097018067356,21.3716144981664,6.4,1.15437759750755,14,1.90610828900446,2.98,0.645063618415834,764.3310546875,44.4755706787109,69.5485076904297,38.9246025085449,565,"2",624.853454589844,10,292,280,87,0,5542,"12"
"P1159",41.8736154463705,21.5255612991044,4.09,1.28538609179325,11,1.40368017382098,3.43,0.339097483230272,766.381225585938,44.529655456543,76.2282791137695,46.9144973754883,597,"1",698.899230957031,12,290,281,69,22,4464,"12"
"P1160",41.8827271714801,21.4628853015135,2.82,1.37191947439791,5,1.1026116815736,3.91,0.0976816216879727,765.476379394531,44.5042457580566,68.3546371459961,46.6426582336426,602,"1",678.463256835938,20,291,281,76,0,4961,"12"
"P1162",41.880189344929,21.4907590887434,4.65,1.25069551433586,2,1.70982583764855,3.68,0.53639151599924,760.396301269531,44.3354911804199,78.5263748168945,50.1023368835449,875,"2",762.432861328125,32,288,280,62,0,2586,"3"
"P1165",41.8152990355431,21.4641808378552,8.47,1.0608214845796,30,1.88688317462173,2.24,0.63492635382956,760.947998046875,44.2990303039551,71.6178131103516,45.0690765380859,1040,"2",658.622253417969,17,288,279,83,0,3207,"3"
"P1166",41.7855738267977,21.5174187243356,5.68,1.19190716293787,22,1.58418764840398,2.79,0.460071751277324,752.345703125,44.0066108703613,77.1639938354492,47.0307960510254,936,"2",687.354431152344,26,286,280,73,1,4662,"3"
"P1167",41.8255373777296,21.5478478076141,3.96,1.29373073917339,26,1.13734456742211,2.87,0.128696218481805,765.47998046875,44.4587020874023,65.2399749755859,34.5502662658691,536,"1",546.981323242188,19,291,281,76,0,4229,"3"
"P1169",41.8114550360162,21.4481097116386,6.05,1.17227218126552,28,1.53192528647778,2.54,0.426525301511535,745.544372558594,43.8192596435547,77.754035949707,47.500545501709,1071,"2",707.136291503906,28,287,279,77,0,3719,"3"
"P1170",41.7899468109158,21.4743209367142,5.67,1.19244833795468,29,1.44013178223124,2.54,0.364734624838989,747.354858398438,43.8574829101562,75.3844451904297,46.7258529663086,998,"2",679.277160644531,15,286,279,78,0,3969,"3"
"P1172",41.874665030495,21.3580508982234,5.1,1.22423927090288,21,1.47973800674031,2.91,0.391865049632934,766.797729492188,44.5090408325195,71.8981018066406,43.9751510620117,697,"2",661.496887207031,12,291,280,78,1,5323,"6"
"P1173",41.8534263039464,21.6080617576485,2.03,1.43177258992982,18,0.714998595959151,3.52,-0.335474699983553,765.287780761719,44.4792823791504,67.7533264160156,39.4942817687988,417,"2",613.261535644531,13,292,282,82,10,5159,"3"
"P1174",41.9800994898322,21.6794362076417,2.75,1.377027645031,4,1.09060589486456,3.97,0.0867334086525198,764.852172851562,44.599609375,68.7432632446289,39.873218536377,432,"2",657.922180175781,6,294,281,95,1,3691,"18"
"P1177",41.9528999385144,21.7002076129169,5.45,1.20449692072191,2,1.92996541607271,3.55,0.657502083622933,765.670776367188,44.5955810546875,55.7924346923828,31.7342491149902,344,"1",516.355834960938,8,296,281,89,0,4080,"18"
"P1178",41.9830763722851,21.7256028677908,1.13,1.50619409693494,0,0.510599798860946,4.52,-0.672169168101691,766.111511230469,44.6448173522949,49.5725860595703,30.5844535827637,249,"1",461.770599365234,0,295,280,95,294,4643,"12"
"P1179",41.9281132475712,21.6910984223839,6.77,1.13615183793354,18,1.89216999393128,2.8,0.637724315394414,765.539306640625,44.5650939941406,60.8830299377441,36.756591796875,373,"1",598.667846679688,6,294,281,99,35,4309,"18"
"P1180",41.9887122325121,21.752266514681,1.75,1.45418796861633,11,0.679469328335979,3.88,-0.386443184988113,765.9111328125,44.6397895812988,60.6427917480469,35.8363838195801,397,"1",552.917236328125,7,295,281,87,11,3271,"12"
"P1181",41.9669493674774,21.7726772338827,2.19,1.419252292216,2,0.913799780866191,4.17,-0.0901437896579951,766.207641601562,44.6292915344238,59.8472900390625,33.9088172912598,410,"1",534.225708007812,10,295,281,85,2,2820,"12"
"P1182",41.9562303870289,21.7474935787907,3.05,1.35539354197532,5,1.17817583636205,3.86,0.163967340951027,766.072021484375,44.6070976257324,62.5866165161133,37.6880264282227,359,"2",566.738037109375,9,295,281,88,19,3608,"12"
"P1183",41.9538808722681,21.8161725159259,3.24,1.34203513820733,1,1.29141357279415,3.99,0.2557374112945,766.515014648438,44.6171989440918,65.5137100219727,37.0438117980957,568,"1",604.019653320312,9,293,281,84,16,1486,"18"
"P1184",41.9744277958483,21.8008212880264,4.81,1.24114745097539,21,1.41487085968841,2.95,0.347038261692406,766.793762207031,44.656120300293,68.0327606201172,39.437068939209,645,"1",640.548400878906,13,294,281,72,0,671,"12"
"P1187",41.8557357605844,21.8100698087584,3.42,1.32961970376476,2,1.33690601974139,3.91,0.290358003757959,767.767578125,44.535701751709,63.6070518493652,29.1481399536133,485,"1",530.082092285156,8,295,281,90,55,2569,"18"
"P1190",41.7876721046477,21.7629651844612,2.62,1.38661293761278,0,1.08987776896364,4.16,0.0860655513875888,768.122497558594,44.4774971008301,52.9496803283691,27.0069217681885,292,"1",459.072540283203,8,295,281,99,7,3912,"18"
"P1191",41.7712735152916,21.8144067609714,3.63,1.31542419674233,14,1.23194737721706,3.4,0.208596150901247,768.689331054688,44.4668617248535,62.748664855957,32.3764533996582,392,"1",575.399169921875,1,296,281,100,8,1281,"18"
"P1193",41.8082716015284,21.6831776285603,5.11,1.22366522834705,13,1.63201455169875,3.2,0.48981517298424,766.871704101562,44.4784622192383,56.294116973877,31.760669708252,252,"2",480.788818359375,9,292,282,82,18,6123,"18"
"P1194",41.8242208721409,21.6021877210485,2.72,1.37922820904827,43,0.641506624592531,2.36,-0.443935768257193,765.504333496094,44.4601631164551,60.0514335632324,37.5623359680176,326,"2",551.56298828125,7,291,281,87,6,5473,"3"
"P1195",41.8337918868077,21.5866017468361,2.38,1.40465108688059,10,0.902628788429464,3.79,-0.102443897095141,765.25927734375,44.4614906311035,63.9389266967773,35.4467353820801,428,"2",546.779724121094,24,292,281,83,0,4533,"3"
"P1196",41.845878958804,21.6479334359166,2.71,1.37996324920494,8,1.03215731187533,3.81,0.0316510894302093,765.8388671875,44.4859390258789,61.0116882324219,34.4544563293457,417,"2",542.181701660156,20,292,281,84,0,4200,"3"
"P1197",41.8202718773997,21.7402167079215,2.26,1.41383948559268,6,0.901068180957929,3.99,-0.1041743516975,766.877624511719,44.4825706481934,68.1498641967773,30.7361221313477,457,"1",566.048767089844,22,293,281,83,0,3631,"18"
"P1200",41.8702521479171,21.6319287556201,5.32,1.2117464888677,4,1.85658950038353,3.49,0.618741202674983,765.76220703125,44.5093116760254,56.7912673950195,34.2048187255859,284,"1",514.96142578125,11,293,281,93,88,6082,"18"
"P1201",41.885792451299,21.6104169726171,3.78,1.3054716901203,17,1.22873606417503,3.25,0.205986050950048,765.638427734375,44.5225601196289,57.7895927429199,36.640754699707,314,"2",539.391784667969,24,293,281,89,0,6159,"18"
"P1202",41.8914056239201,21.6313900806046,3.49,1.32485356476708,43,0.790659358917346,2.27,-0.234888050091347,765.284362792969,44.5219459533691,64.2181549072266,42.236686706543,364,"2",638.2333984375,13,293,281,92,3,5284,"18"
"P1203",41.8822285169616,21.6621204753803,2.86,1.36901708338784,1,1.1628704909713,4.07,0.150891509615501,765.606994628906,44.5227203369141,65.8863754272461,41.2481460571289,341,"1",628.317810058594,11,292,281,87,2,5134,"18"
"P1205",41.8847544414199,21.7282606810582,5.08,1.22538913891989,2,1.83014318675963,3.61,0.604394207923364,766.972229003906,44.5601921081543,72.8458404541016,45.4297828674316,604,"2",702.603637695312,10,291,281,73,2,2369,"12"
"P1206",41.9003989242004,21.7374293302712,2.71,1.37996324920494,0,1.12191012160361,4.14,0.11503269836926,766.252685546875,44.5568618774414,62.3535766601562,37.7554702758789,373,"2",567.423522949219,14,291,281,89,1,4491,"12"
"P1265",41.8534839462257,22.0688393463309,1.59,1.46729127697057,13,0.608911207030018,3.83,-0.496082823166616,775.035278320312,44.687629699707,49.6135940551758,28.028434753418,312,"1",462.315856933594,4,296,281,108,3,3270,"4"
"P1266",41.8537512935879,22.0739621886597,2.49462131349169,1.2716314952015,12.5824638357879,0.831927960599148,3.34,-0.184009427728028,775.035278320312,44.687629699707,49.6135940551758,28.028434753418,312,"1",462.315856933594,4,296,281,108,3,3270,"4"
"P1277",41.823685919107,22.1025785944755,1.91402799266678,1.36343047280805,7.86231992043369,0.721339657136895,3.77,-0.326645160896663,776.390258789062,44.6837882995605,49.2986488342285,28.0723342895508,291,"1",458.820220947266,2,296,280,105,245,3506,"4"
"P1278",41.8261011044834,22.1107698109993,2.36443241775505,1.23936536096771,0.0264722542006877,0.878885968539795,3.72,-0.129100118336115,776.561645507812,44.6862945556641,50.0499076843262,28.1841907501221,302,"1",463.177490234375,3,296,281,105,158,3443,"4"
"P1279",41.8368875153371,22.0882366626062,2.12778140642057,1.30024065967656,7.58696425111058,0.767017448949921,3.61,-0.265245728264887,775.750366210938,44.6813926696777,49.8404197692871,28.2305316925049,304,"1",467.978546142578,10,296,280,107,19,3355,"18"
"P1285",41.8392871688887,22.1223761423858,2.04327110492033,1.24461833079466,15.510395625199,0.644594681228815,3.16,-0.439133560908786,776.512451171875,44.6939125061035,51.7957916259766,28.3512554168701,342,"1",479.814208984375,3,297,281,102,42,3060,"4"
"P1453",41.8591661132022,22.0735951090948,2.08309401468083,1.22874997714841,0.0410484659450208,0.767565313708649,3.69,-0.264531703846867,774.794189453125,44.6918907165527,50.2490997314453,28.0708999633789,330,"1",467.70947265625,4,297,281,104,57,3232,"4"
"P1459",41.8845326156024,22.2749850770938,2.1797619577331,1.30912881948092,0,0.856076759542969,3.93,-0.155395234497439,781.322204589844,44.857307434082,49.0128288269043,28.5766792297363,323,"1",455.374237060547,7,296,281,109,8,5951,"18"
"P1460",41.8690359957855,22.256282742068,1.70259791857335,1.41936494792482,0.0153104815283141,0.724871343522303,4.26,-0.321761097085473,781.003967285156,44.8291206359863,47.3948287963867,29.1824398040771,301,"1",448.104553222656,1,294,281,110,385,6500,"9"
"P1461",41.8660697011713,22.2591155803715,2.2784819175778,1.41279283633318,0.718355761143818,0.958769668257647,4.21,-0.0421044120311455,781.003967285156,44.8291206359863,47.3948287963867,29.1824398040771,301,"1",448.104553222656,1,294,281,110,385,6500,"9"
"P1462",41.8654880560916,22.2612482451428,3.02,1.35752686676956,1.45438567124205,1.21203157062562,4.01,0.192297935678845,781.320556640625,44.8357238769531,46.8863792419434,29.2183647155762,297,"1",446.515960693359,1,294,280,111,396,6551,"9"
"P1463",41.8644561988243,22.2666482984385,1.78220811924068,1.30892177191251,1.05746310741207,0.692430844964718,3.89,-0.367546908774104,781.403381347656,44.8262062072754,46.7738227844238,29.9135570526123,296,"1",448.986511230469,0,294,280,111,399,6619,"9"
"P1467",41.8610959494836,22.2862507271642,1.88313288477712,1.44338723579992,0,0.815426990760714,4.33,-0.204043387893023,782.281799316406,44.8438873291016,48.5745887756348,31.6572437286377,292,"1",458.274169921875,0,293,280,105,397,6871,"20"
"P1469",41.8546806807257,22.2890607398169,0.67,1.62563578938269,0,0.326752793665921,4.88,-1.11855137665691,782.212280273438,44.8300666809082,52.4197463989258,34.1650581359863,295,"1",493.73681640625,1,294,280,109,275,7035,"20"
"P1470",41.8574655742982,22.2928261819686,0.718240274880353,1.54262405776049,0.637164069210946,0.330274533127427,4.6,-1.1078310518061,782.281799316406,44.8438873291016,48.5745887756348,31.6572437286377,292,"1",458.274169921875,0,293,280,105,397,6871,"20"
"P1473",41.8708375534861,22.3046601458719,1.69626646598279,1.43688575023788,1.17112030912223,0.722639075038007,4.26,-0.324845386117557,782.793762207031,44.8655891418457,47.5040550231934,30.7575492858887,296,"4",449.102478027344,0,293,280,105,398,6621,"9"
"P1476",41.8728124658669,22.2820042454004,1.04627709409624,1.63613953997752,0.142370998990635,0.512825441369524,4.9,-0.667819761951266,781.947692871094,44.8487396240234,46.509895324707,29.7479667663574,293,"1",444.26513671875,0,293,281,108,399,6629,"8"
"P1479",41.8779211995004,22.2977201866902,0.83,1.5325812090843,1,0.377796593851372,4.55,-0.973399339700813,782.442077636719,44.8699989318848,46.306770324707,29.5801734924316,296,"1",442.959106445312,0,294,280,106,398,6321,"20"
"P1482",41.8869165914702,22.2984685643752,3.56199355295902,1.31981454684209,0.127540707000767,1.4085525001023,3.96,0.342562581407693,782.36962890625,44.879955291748,45.8057327270508,28.8859424591064,296,"1",438.025604248047,0,294,280,106,358,6104,"8"
"P1483",41.8827521718786,22.3060230516865,3.76135787485196,1.31431984678684,0,1.48308819173577,3.95,0.394126529854082,782.651916503906,44.8856430053711,45.9697189331055,29.1358451843262,297,"1",439.587890625,0,293,280,105,388,6013,"8"
"P1486",41.8766922096468,22.3005023804999,1.21206991807963,1.5000316796688,2.75505809236176,0.530415711498552,4.38,-0.634094218568527,782.442077636719,44.8699989318848,46.306770324707,29.5801734924316,296,"1",442.959106445312,0,294,280,106,398,6321,"20"
"P1487",41.8780146607803,22.3218897910783,2.54,1.22265337294945,0,0.931661870187479,3.67,-0.0707853303524971,783.282653808594,44.8867797851562,47.2502021789551,30.3143062591553,299,"1",447.242279052734,0,294,280,106,399,6569,"9"
"P1489",41.8959767956959,22.3069914538221,1.85499707063944,1.27726920823569,5.90768329427519,0.668807426792322,3.61,-0.402259112619709,782.566772460938,44.8952827453613,45.8936500549316,28.5081901550293,301,"1",435.908721923828,0,293,280,105,295,5616,"9"
"P1490",41.8921785398581,22.3147588026754,2.37,1.24003870940743,9.90768329427519,0.794314696561931,3.35,-0.230275552981259,782.8427734375,44.9008178710938,45.9113502502441,28.7184391021729,303,"1",437.341247558594,1,293,280,105,294,5646,"9"
"P1491",41.8928321676346,22.3213517791271,1.77078224039852,1.45388359422844,0,0.772353374479948,4.36,-0.258313094724219,783.121398925781,44.9064254760742,46.0208320617676,28.8726940155029,304,"1",438.74853515625,1,293,280,104,294,5926,"9"
"P1493",41.8987036523817,22.3345006027916,1.82970638394205,1.4481432037043,0,0.794903059404013,4.34,-0.229535109619418,783.284301757812,44.9209098815918,46.2383422851562,28.4116897583008,310,"1",438.390777587891,1,295,280,103,243,6560,"9"
"P1494",41.8957119732461,22.3439706722224,2.88714521452145,1.36547191237091,0,1.18269470920954,4.1,0.16779548678014,783.96435546875,44.923454284668,46.2556114196777,28.9574279785156,307,"4",439.238708496094,0,294,280,105,294,7256,"9"
"P1495",41.8723291177064,22.3292656298679,1.08273079176431,1.51029769325233,0.722027218112794,0.487031669199469,4.5,-0.71942612885683,783.602600097656,44.881404876709,49.692253112793,32.3477630615234,299,"1",464.157287597656,0,294,280,104,359,7206,"9"
"P1496",41.8755082736742,22.339270478373,1.25607507532641,1.49630733177101,0.727192835621025,0.559742082505634,4.46,-0.580279168300704,783.837951660156,44.8978385925293,47.7776718139648,30.7477951049805,303,"1",449.890441894531,0,293,280,107,397,7299,"9"
"P1497",41.8769465571187,22.3509986279783,1.43235855373284,1.48107709958473,0.611536784203211,0.632538031924392,4.42,-0.458014930663438,784.111877441406,44.903263092041,47.9376564025879,30.8728542327881,305,"1",451.137145996094,0,293,280,108,396,7633,"9"
"P1500",41.8485424561565,22.3087468811114,2.25,1.41461034617694,16,0.802084066282325,3.57,-0.220541855808035,782.777038574219,44.8411674499512,54.7122230529785,35.5893783569336,295,"1",511.185729980469,0,294,280,105,263,7212,"9"
"P1503",41.8544166523279,22.3123712397228,2.28,1.1264234599933,0,0.77047364663542,3.38,-0.260749827746005,783.005920410156,44.84521484375,55.9909133911133,36.3095016479492,308,"1",522.736206054688,3,294,280,103,192,7285,"9"
"P1504",41.8587004074053,22.3219736584807,0.834577125878808,1.53217985122935,2.9087713424841,0.372458145005815,4.46,-0.987630609876146,783.329040527344,44.8639869689941,52.1564483642578,33.9708557128906,304,"1",484.966186523438,2,294,280,103,288,7225,"9"
"P1505",41.8524969095802,22.3243026500399,1.93474452731499,1.43933853831014,4.98978109259977,0.79373979396499,4.1,-0.230999586854764,783.2158203125,44.8488273620605,57.4379043579102,37.1284790039062,317,"1",535.887268066406,7,294,280,101,90,7399,"9"
"P1506",41.8595180443971,22.3376720862352,1.49082669531818,1.47542112584914,1.06318633563355,0.652863415310884,4.38,-0.426387336498157,783.74609375,44.8711204528809,55.4012756347656,36.0811882019043,317,"1",518.671875,5,294,281,102,70,7636,"9"
"P1507",41.8653413183449,22.3230981913872,1.01788270003348,1.51661858342142,0,0.463121945584182,4.55,-0.76976487818337,783.34326171875,44.8764152526855,48.7760124206543,31.663049697876,298,"1",456.629577636719,0,293,280,104,388,6912,"9"
"P1508",41.8563302800094,22.3591757692212,1.53349912119183,1.47210101377769,4.36315701372615,0.647690652539335,4.22,-0.434342084672401,784.224487304688,44.867244720459,62.5712852478027,40.3228416442871,391,"1",590.127868652344,8,294,281,95,11,7377,"14"
"P1509",41.8652544840197,22.3567750595938,0.31,1.5803041811299,0,0.146968288845081,4.74,-1.91753843761708,784.399353027344,44.8969535827637,50.8761558532715,33.4333457946777,304,"1",476.449615478516,0,293,280,104,297,7965,"9"
"P1510",41.8514817725404,22.3799310593602,1.39831850533808,1.48327936672836,3.953076991916,0.597631900888809,4.27,-0.514780264913566,785.196350097656,44.8878059387207,62.4178733825684,40.5987930297852,364,"1",590.70263671875,11,292,281,90,7,8334,"17"
"P1511",41.8582054550722,22.3733550922287,1.71939108772376,1.45718330284846,0.0114764779833994,0.751554133384781,4.37,-0.285612038604599,784.957397460938,44.8957443237305,55.187873840332,36.4767570495605,309,"1",518.256103515625,0,294,280,99,235,8564,"9"
"P1513",41.8792333579378,22.3782871318206,1.07793628345847,1.37885902105176,0.0121072193316126,0.445842664884242,4.14,-0.807789158517649,785.219421386719,44.925350189209,47.6085815429688,30.7190456390381,312,"1",448.584197998047,1,293,280,106,383,8812,"9"
"P1514",41.8517377264038,22.4019145506945,1.68472932735666,1.38821368806578,5.25602629357696,0.664751473707111,3.95,-0.408342031927112,786.093139648438,44.9062538146973,63.5997009277344,41.2975921630859,386,"1",601.111267089844,11,291,281,87,24,8735,"9"
"P1515",41.8592179306454,22.402077944064,0.836229912956143,1.53215801811292,5.72521089088731,0.362364864645127,4.33,-1.01510366137568,786.00390625,44.9161109924316,56.4671669006348,36.9946632385254,331,"1",529.849060058594,3,293,280,94,161,9331,"9"
"P1523",41.8550268309589,22.4272773973229,1.25237384938236,1.4956634715633,16.7775313588019,0.467659462933354,3.73,-0.76001489123017,786.311584472656,44.9032592773438,66.1401748657227,43.0000610351562,483,"2",625.678649902344,20,290,281,81,0,8270,"9"
"P1525",41.8590004186484,22.4357123105784,1.25615249414128,1.4956592752529,0,0.56363283869834,4.49,-0.573352234689181,787.090454101562,44.9372634887695,59.9707870483398,38.954460144043,359,"1",559.869506835938,6,292,281,91,23,9380,"9"
"P1527",41.8703265584318,22.4183783116813,0.708610512452107,1.58396308812115,0,0.336723868673626,4.75,-1.08849206529613,786.595397949219,44.9406051635742,52.285701751709,34.176326751709,320,"1",486.624572753906,0,293,280,99,294,9724,"9"
"P1528",41.8765386264198,22.39786647192,0.24903812353532,1.58609089270894,3.63596417810512,0.114190543988368,4.59,-2.16988678739195,785.768310546875,44.9363021850586,47.9677047729492,31.0367107391357,315,"1",450.205810546875,1,293,280,104,359,9354,"9"
"P1529",41.8824089525663,22.3926930994655,2.08,1.31096187646468,5.09034984934717,0.776399102270103,3.73,-0.253088583960358,785.41357421875,44.9408493041992,47.0291595458984,29.8671836853027,315,"1",444.963958740234,0,293,280,105,398,9190,"9"
"P1530",41.876733137997,22.4172550080764,1.70688211416137,1.45874820842106,0,0.746973367805653,4.38,-0.291725746686143,786.315002441406,44.9472312927246,48.5609474182129,31.5896587371826,317,"1",452.875274658203,0,293,280,103,298,9816,"9"
"P1531",41.8794902208142,22.4294482011488,2.35,1.40693750510509,0.727192835621025,0.984677981238242,4.19,-0.0154406138616613,786.841979980469,44.9576759338379,49.0787696838379,32.0197715759277,323,"1",456.387268066406,1,293,280,103,298,9841,"9"
"P1532",41.8728912379489,22.4487806125658,1.65913177339901,1.46004223708505,0,0.726720739815715,4.38,-0.319213002045158,787.365661621094,44.9556884765625,54.7701721191406,35.6001014709473,337,"1",507.170623779297,3,292,280,95,180,9833,"9"
